rate_date;currency;rate_to_rub
2025-09-24;CNY;14.7478
2025-09-25;USD;102.3309
2025-09-25;CNY;14.6338
2025-09-26;USD;101.6817
2025-09-26;CNY;14.621
2025-09-29;USD;101.5526
2025-09-29;CNY;14.6682
2025-09-30;USD;101.6144
2025-09-30;CNY;14.7525
2025-10-01;USD;101.9152
2025-10-01;CNY;14.7402
2025-10-02;USD;101.5049
2025-10-02;CNY;14.6245
2025-10-03;USD;101.2619
2025-10-03;CNY;14.5791
2025-10-06;USD;100.9532
2025-10-06;CNY;14.6425
2025-10-07;USD;100.093
2025-10-07;CNY;14.6189
2025-10-08;USD;100.9575
2025-10-08;CNY;14.6637
2025-10-09;USD;100.7851
2025-10-09;CNY;14.7143
2025-10-10;USD;100.2896
2025-10-10;CNY;14.5945
2025-10-13;USD;99.3936
2025-10-13;CNY;14.8707
2025-10-14;USD;99.1323
2025-10-14;CNY;14.9743
2025-10-15;USD;98.4604
2025-10-15;CNY;15.0449
2025-10-16;USD;99.3839
2025-10-16;CNY;14.9817
2025-10-17;USD;99.4421
2025-10-17;CNY;14.9496
2025-10-20;USD;99.9659
2025-10-20;CNY;15.0016
2025-10-21;USD;100.5892
2025-10-21;CNY;14.9413
2025-10-22;USD;100.6559
2025-10-22;CNY;15.0422
2025-10-23;USD;100.2703
2025-10-23;CNY;15.0946
2025-10-24;USD;99.8072
2025-10-24;CNY;14.9822
2025-10-27;USD;98.5627
2025-10-27;CNY;14.9319
2025-10-28;USD;99.4353
2025-10-28;CNY;15.0032
2025-10-29;USD;99.3381
2025-10-29;CNY;15.0581
2025-10-30;USD;98.9474
2025-10-30;CNY;14.9985
2025-10-31;USD;98.8573
2025-10-31;CNY;14.8833
2025-11-03;USD;99.714
2025-11-03;CNY;14.8869
2025-11-04;USD;99.8639
2025-11-04;CNY;14.7859
2025-11-05;USD;99.2338
2025-11-05;CNY;14.7514
2025-11-06;USD;98.8594
2025-11-06;CNY;14.7253
2025-11-07;USD;98.0071
2025-11-07;CNY;14.6555
2025-11-10;USD;96.5207
2025-11-10;CNY;14.7912
2025-11-11;USD;97.4594
2025-11-11;CNY;14.6861
2025-11-12;USD;96.6497
2025-11-12;CNY;14.5999
2025-11-13;USD;97.3526
2025-11-13;CNY;14.709
2025-11-14;USD;98.2486
2025-11-14;CNY;14.7353
2025-11-17;USD;99.1398
2025-11-17;CNY;14.7839
2025-11-18;USD;98.9736
2025-11-18;CNY;14.8221
2025-11-19;USD;98.2708
2025-11-19;CNY;14.9252
2025-11-20;USD;97.9265
2025-11-20;CNY;14.8855
2025-11-21;USD;97.2111
2025-11-21;CNY;14.8548
2025-11-24;USD;97.2055
2025-11-24;CNY;14.8637
2025-11-25;USD;97.5379
2025-11-25;CNY;14.8904
2025-11-26;USD;97.6376
2025-11-26;CNY;14.8591
2025-11-27;USD;97.223
2025-11-27;CNY;14.8269
2025-11-28;USD;96.9884
2025-11-28;CNY;14.8739
2025-12-01;USD;96.9469
2025-12-01;CNY;14.9617
2025-12-02;USD;96.6729
2025-12-02;CNY;14.9996
2025-12-03;USD;97.5303
2025-12-03;CNY;14.8807
2025-12-04;USD;97.7748
2025-12-04;CNY;14.9013
2025-12-05;USD;98.1729
2025-12-05;CNY;14.9428
2025-12-08;USD;97.7714
2025-12-08;CNY;14.9079
2025-12-09;USD;97.6857
2025-12-09;CNY;14.9555
2025-12-10;USD;96.845
2025-12-10;CNY;14.9337
2025-12-11;USD;97.222
2025-12-11;CNY;14.9837
2025-12-12;USD;96.668
2025-12-12;CNY;14.9101
2025-12-15;USD;95.7418
2025-12-15;CNY;15.0328
2025-12-16;USD;96.5496
2025-12-16;CNY;15.0787
2025-12-17;USD;96.0756
2025-12-17;CNY;15.0213
2025-12-18;USD;96.5818
2025-12-18;CNY;15.0897
2025-12-19;USD;95.8622
2025-12-19;CNY;15.2091
2025-12-22;USD;94.1846
2025-12-22;CNY;15.2129
2025-12-23;USD;94.2626
2025-12-23;CNY;15.3285
2025-12-24;USD;94.1709
2025-12-24;CNY;15.3541
2025-12-25;USD;94.1032
2025-12-25;CNY;15.3483
2025-12-26;USD;94.4519
2025-12-26;CNY;15.3213
2025-12-29;USD;94.1353
2025-12-29;CNY;15.3993
2025-12-30;USD;93.9596
2025-12-30;CNY;15.3205
2025-12-31;USD;93.2314
2025-12-31;CNY;15.3454
2026-01-01;USD;93.7463
2026-01-01;CNY;15.4658
2026-01-02;USD;93.3455
2026-01-02;CNY;15.3959
2026-01-05;USD;94.3807
2026-01-05;CNY;15.593
2026-01-06;USD;93.8653
2026-01-06;CNY;15.6125
2026-01-07;USD;92.9946
2026-01-07;CNY;15.6067
2026-01-08;USD;93.3373
2026-01-08;CNY;15.5441
2026-01-09;USD;94.1023
2026-01-09;CNY;15.5452
2026-01-12;USD;91.5764
2026-01-12;CNY;15.6249
2026-01-13;USD;92.0073
2026-01-13;CNY;15.5859
2026-01-14;USD;91.1811
2026-01-14;CNY;15.4977
2026-01-15;USD;91.3263
2026-01-15;CNY;15.5408
2026-01-16;USD;91.5942
2026-01-16;CNY;15.4896
2026-01-19;USD;91.6246
2026-01-19;CNY;15.5428
2026-01-20;USD;91.1725
2026-01-20;CNY;15.517
2026-01-21;USD;90.5676
2026-01-21;CNY;15.6199
2026-01-22;USD;90.957
2026-01-22;CNY;15.5234
2026-01-23;USD;91.5957
2026-01-23;CNY;15.4519
2026-01-26;USD;90.5989
2026-01-26;CNY;15.5615
2026-01-27;USD;89.8403
2026-01-27;CNY;15.4618
2026-01-28;USD;89.2856
2026-01-28;CNY;15.5869
2026-01-29;USD;89.6384
2026-01-29;CNY;15.5794
2026-01-30;USD;90.0859
2026-01-30;CNY;15.7029
2026-02-02;USD;90.0535
2026-02-02;CNY;15.6462
2026-02-03;USD;89.9533
2026-02-03;CNY;15.5923
2026-02-04;USD;89.3157
2026-02-04;CNY;15.5362
2026-02-05;USD;88.6729
2026-02-05;CNY;15.4534
2026-02-06;USD;88.4575
2026-02-06;CNY;15.3699
2026-02-09;USD;88.7652
2026-02-09;CNY;15.5246
2026-02-10;USD;88.5098
2026-02-10;CNY;15.4609
2026-02-11;USD;88.7186
2026-02-11;CNY;15.3699
2026-02-12;USD;88.7938
2026-02-12;CNY;15.4906
2026-02-13;USD;88.749
2026-02-13;CNY;15.4776
2026-02-16;USD;89.4195
2026-02-16;CNY;15.5585
2026-02-17;USD;90.0016
2026-02-17;CNY;15.6234
2026-02-18;USD;90.7322
2026-02-18;CNY;15.5996
2026-02-19;USD;90.188
2026-02-19;CNY;15.5477
2026-02-20;USD;90.1449
2026-02-20;CNY;15.5569
2026-02-23;USD;90.2963
2026-02-23;CNY;15.607
2026-02-24;USD;91.1187
2026-02-24;CNY;15.554
2026-02-25;USD;91.2331
2026-02-25;CNY;15.6273
2026-02-26;USD;90.9629
2026-02-26;CNY;15.7307
2026-02-27;USD;90.1079
2026-02-27;CNY;15.8273
2026-03-02;USD;90.8997
2026-03-02;CNY;15.8379
2026-03-03;USD;90.8013
2026-03-03;CNY;15.953
2026-03-04;USD;89.9302
2026-03-04;CNY;15.9714
2026-03-05;USD;89.9427
2026-03-05;CNY;16.0272
2026-03-06;USD;90.6912
2026-03-06;CNY;16.1556
2026-03-09;USD;92.7485
2026-03-09;CNY;16.1741
2026-03-10;USD;91.9423
2026-03-10;CNY;16.1383
2026-03-11;USD;91.0601
2026-03-11;CNY;16.0495
2026-03-12;USD;91.5205
2026-03-12;CNY;16.0028
2026-03-13;USD;92.281
2026-03-13;CNY;15.9738
2026-03-16;USD;91.5935
2026-03-16;CNY;16.0068
2026-03-17;USD;91.4094
2026-03-17;CNY;16.0326
2026-03-18;USD;92.0179
2026-03-18;CNY;15.98
2026-03-19;USD;92.849
2026-03-19;CNY;15.9074
2026-03-20;USD;92.8115
2026-03-20;CNY;15.9322
2026-03-23;USD;92.3937
2026-03-23;CNY;15.8309
2026-03-24;USD;93.2384
2026-03-24;CNY;15.7905
2026-03-25;USD;93.5292
2026-03-25;CNY;15.7021
2026-03-26;USD;93.7922
2026-03-26;CNY;15.6103
2026-03-27;USD;93.038
2026-03-27;CNY;15.7201
2026-03-30;USD;94.2596
2026-03-30;CNY;15.601
2026-03-31;USD;94.8822
2026-03-31;CNY;15.6988
2026-04-01;USD;94.9361
2026-04-01;CNY;15.6429
2026-04-02;USD;94.0649
2026-04-02;CNY;15.6504
2026-04-03;USD;93.6277
2026-04-03;CNY;15.7552
2026-04-06;USD;94.342
2026-04-06;CNY;15.7675
2026-04-07;USD;93.9842
2026-04-07;CNY;15.8421
2026-04-08;USD;94.4314
2026-04-08;CNY;15.9131
2026-04-09;USD;95.0858
2026-04-09;CNY;15.927
2026-04-10;USD;94.5283
2026-04-10;CNY;15.9588
2026-04-13;USD;96.2
2026-04-13;CNY;16.0244
2026-04-14;USD;96.2989
2026-04-14;CNY;15.9842
2026-04-15;USD;97.123
2026-04-15;CNY;15.9846
2026-04-16;USD;96.4112
2026-04-16;CNY;15.9753
2026-04-17;USD;95.9185
2026-04-17;CNY;16.0783
2026-04-20;USD;96.5404
2026-04-20;CNY;16.2962
2026-04-21;USD;96.5455
2026-04-21;CNY;16.1809
2026-04-22;USD;96.9917
2026-04-22;CNY;16.1834
2026-04-23;USD;96.1438
2026-04-23;CNY;16.3119
2026-04-24;USD;96.4894
2026-04-24;CNY;16.394
2026-04-27;USD;97.1157
2026-04-27;CNY;16.4888
2026-04-28;USD;98.0011
2026-04-28;CNY;16.4387
2026-04-29;USD;98.8992
2026-04-29;CNY;16.471
2026-04-30;USD;98.6556
2026-04-30;CNY;16.4339
2026-05-01;USD;98.8253
2026-05-01;CNY;16.5411
2026-05-04;USD;97.1539
2026-05-04;CNY;16.518
2026-05-05;USD;97.117
2026-05-05;CNY;16.6464
2026-05-06;USD;96.4532
2026-05-06;CNY;16.6511
2026-05-07;USD;96.421
2026-05-07;CNY;16.5785
2026-05-08;USD;97.1432
2026-05-08;CNY;16.6764
2026-05-11;USD;97.9566
2026-05-11;CNY;16.5213
2026-05-12;USD;97.7494
2026-05-12;CNY;16.4821
2026-05-13;USD;97.2354
2026-05-13;CNY;16.3876
2026-05-14;USD;96.4476
2026-05-14;CNY;16.4525
2026-05-15;USD;96.0849
2026-05-15;CNY;16.5009
2026-05-18;USD;95.877
2026-05-18;CNY;16.4317
2026-05-19;USD;96.5847
2026-05-19;CNY;16.4371
2026-05-20;USD;96.3836
2026-05-20;CNY;16.4255
2026-05-21;USD;96.5084
2026-05-21;CNY;16.3706
2026-05-22;USD;96.8684
2026-05-22;CNY;16.3202
2026-05-25;USD;96.1361
2026-05-25;CNY;16.1379
2026-05-26;USD;96.556
2026-05-26;CNY;16.1848
2026-05-27;USD;97.2014
2026-05-27;CNY;16.1626
2026-05-28;USD;97.0509
2026-05-28;CNY;16.2297
2026-05-29;USD;97.5796
2026-05-29;CNY;16.3032
2026-06-01;USD;98.4394
2026-06-01;CNY;16.2306
2026-06-02;USD;98.3283
2026-06-02;CNY;16.3448
2026-06-03;USD;98.1101
2026-06-03;CNY;16.3249
2026-06-04;USD;98.1664
2026-06-04;CNY;16.3386
2026-06-05;USD;97.8209
2026-06-05;CNY;16.4517
2026-06-08;USD;97.027
2026-06-08;CNY;16.4519
2026-06-09;USD;97.1614
2026-06-09;CNY;16.4624
2026-06-10;USD;97.1163
2026-06-10;CNY;16.4042
2026-06-11;USD;96.3245
2026-06-11;CNY;16.3693
2026-06-12;USD;95.5477
2026-06-12;CNY;16.4812
2026-06-15;USD;97.2897
2026-06-15;CNY;16.4263
2026-06-16;USD;97.2085
2026-06-16;CNY;16.3952
2026-06-17;USD;97.3558
2026-06-17;CNY;16.3082
2026-06-18;USD;96.4853
2026-06-18;CNY;16.3831
2026-06-19;USD;97.3631
2026-06-19;CNY;16.383
2026-06-22;USD;97.6832
2026-06-22;CNY;16.4458
2026-06-23;USD;97.1625
2026-06-23;CNY;16.5521
2026-06-24;USD;98.1015
2026-06-24;CNY;16.4866
2026-06-25;USD;98.1984
2026-06-25;CNY;16.5494
2026-06-26;USD;98.7221
2026-06-26;CNY;16.5301
2026-06-29;USD;98.2317
2026-06-29;CNY;16.3744
2026-06-30;USD;98.489
2026-06-30;CNY;16.4465
2026-07-01;USD;97.6438
2026-07-01;CNY;16.3699
2026-07-02;USD;96.8718
2026-07-02;CNY;16.2849
2026-07-03;USD;96.6992
2026-07-03;CNY;16.2677
2026-07-06;USD;96.723
2026-07-06;CNY;16.4559
2026-07-07;USD;95.9425
2026-07-07;CNY;16.4382
2026-07-08;USD;95.1897
2026-07-08;CNY;16.333
2026-07-09;USD;95.3785
2026-07-09;CNY;16.3172
2026-07-10;USD;95.9471
2026-07-10;CNY;16.291
2026-07-13;USD;97.1508
2026-07-13;CNY;16.174
2026-07-14;USD;96.7779
2026-07-14;CNY;16.2805
2026-07-15;USD;97.4364
2026-07-15;CNY;16.1824
2026-07-16;USD;98.2454
2026-07-16;CNY;16.1594
2026-07-17;USD;98.0296
2026-07-17;CNY;16.1275
2026-07-20;USD;98.883
2026-07-20;CNY;16.053
2026-07-21;USD;98.0059
2026-07-21;CNY;16.0018
2026-07-22;USD;98.2706
2026-07-22;CNY;16.0257
2026-07-23;USD;98.738
2026-07-23;CNY;16.1014
2026-07-24;USD;98.6851
2026-07-24;CNY;16.089
2026-07-27;USD;98.4694
2026-07-27;CNY;16.083
2026-07-28;USD;97.9408
2026-07-28;CNY;16.2064
2026-07-29;USD;97.4004
2026-07-29;CNY;16.3247
2026-07-30;USD;97.3754
2026-07-30;CNY;16.2981
2026-07-31;USD;98.2852
2026-07-31;CNY;16.3952
2026-08-03;USD;97.9513
2026-08-03;CNY;16.1486
2026-08-04;USD;98.8632
2026-08-04;CNY;16.1335
2026-08-05;USD;98.3306
2026-08-05;CNY;16.1308
2026-08-06;USD;98.7945
2026-08-06;CNY;16.1396
2026-08-07;USD;98.7294
2026-08-07;CNY;16.2571
2026-08-10;USD;98.1555
2026-08-10;CNY;16.464
2026-08-11;USD;98.8143
2026-08-11;CNY;16.5727
2026-08-12;USD;98.829
2026-08-12;CNY;16.6766
