receipt_id;order_id;line_no;received_at_utc;qty_received;quality_status;warehouse_code
R914373;PO504673;4;2024-09-01T04:54:00Z;116.4;accepted;WH-02
R914374;PO504673;5;2024-08-30T23:49:00Z;8.11;accepted;WH-01
R914375;PO504673;5;2024-09-01T06:51:00Z;3.82;accepted;WH-04
R914376;PO504674;1;2024-09-08T18:17:00Z;119.49;rejected;WH-05
R914377;PO504674;2;2024-09-12T02:58:00Z;196.66;accepted;WH-02
R914378;PO504674;3;2024-09-11T10:59:00Z;28.43;accepted;WH-02
R914379;PO504674;4;2024-08-19T03:36:00Z;12.91;accepted;WH-04
R914380;PO504675;1;2024-08-20T06:48:00Z;75.27;accepted;WH-04
R914381;PO504675;1;2024-08-26T14:51:00Z;69.14;accepted;WH-02
R914382;PO504675;2;2024-08-12T06:43:00Z;124.68;accepted;WH-01
R914383;PO504675;4;2024-09-09T10:30:00Z;49.63;accepted;WH-03
R914384;PO504675;4;2024-09-23T10:03:00Z;34.24;accepted;WH-04
R914385;PO504675;5;2024-10-09T23:28:00Z;48.24;accepted;WH-03
R914386;PO504675;5;2024-09-19T15:56:00Z;60.03;accepted;WH-03
R914387;PO504676;1;2024-09-19T23:02:00Z;34.48;accepted;WH-01
R914388;PO504676;2;2024-08-15T08:04:00Z;162.92;accepted;WH-04
R914389;PO504676;3;2024-08-29T17:49:00Z;48.08;rejected;WH-04
R914390;PO504677;1;2024-10-02T09:11:00Z;106.94;accepted;WH-03
R914391;PO504678;1;2024-08-25T05:39:00Z;9.69;accepted;WH-03
R914392;PO504678;2;2024-09-14T07:49:00Z;35.47;accepted;WH-01
R914393;PO504678;3;2024-08-17T04:10:00Z;192.77;accepted;WH-01
R914394;PO504679;1;2024-09-16T07:52:00Z;122.51;accepted;WH-01
R914395;PO504679;2;2024-08-15T01:04:00Z;66.6;accepted;WH-02
R914396;PO504679;2;2024-08-20T08:05:00Z;42.55;accepted;WH-01
R914397;PO504680;1;2024-09-17T20:38:00Z;62.3;accepted;WH-03
R914398;PO504680;1;2024-09-14T17:03:00Z;69.99;accepted;WH-04
R914399;PO504680;2;2024-09-12T07:10:00Z;4.24;accepted;WH-01
R914400;PO504680;2;2024-09-23T13:13:00Z;2.59;accepted;WH-01
R914401;PO504680;3;2024-09-05T00:59:00Z;143.45;accepted;WH-05
R914402;PO504680;4;2024-08-24T06:31:00Z;14.0;accepted;WH-03
R914403;PO504680;5;2024-09-21T18:44:00Z;39.11;accepted;WH-03
R914404;PO504681;1;2024-09-10T01:10:00Z;104.95;accepted;WH-02
R914405;PO504681;2;2024-08-29T19:03:00Z;157.76;accepted;WH-04
R914406;PO504681;3;2024-08-15T06:08:00Z;130.42;accepted;WH-03
R914407;PO504681;4;2024-08-20T21:21:00Z;197.8;accepted;WH-05
R914408;PO504682;1;2024-08-17T06:15:00Z;1.96;accepted;WH-04
R914409;PO504682;2;2024-09-12T19:05:00Z;59.23;partially_rejected;WH-04
R914410;PO504682;2;2024-09-12T04:50:00Z;27.23;accepted;WH-01
R914411;PO504683;1;2024-09-04T02:57:00Z;150.7;accepted;WH-04
R914412;PO504683;2;2024-08-26T10:19:00Z;58.38;accepted;WH-03
R914413;PO504683;3;2024-08-21T07:31:00Z;95.89;accepted;WH-04
R914414;PO504683;4;2024-09-25T11:26:00Z;21.69;accepted;WH-01
R914415;PO504687;2;2024-09-23T13:32:00Z;189.34;accepted;WH-04
R914416;PO504687;3;2024-09-24T04:59:00Z;28.19;partially_rejected;WH-04
R914417;PO504687;3;2024-09-19T20:10:00Z;8.12;accepted;WH-02
R914418;PO504687;3;2024-10-06T18:08:00Z;11.48;rejected;WH-01
R914419;PO504689;1;2024-09-14T22:09:00Z;56.53;partially_rejected;WH-03
R914420;PO504689;1;2024-09-24T16:45:00Z;45.59;accepted;WH-04
R914421;PO504689;2;2024-08-22T07:55:00Z;81.79;accepted;WH-04
R914422;PO504689;2;2024-08-19T15:03:00Z;72.76;accepted;WH-02
R914423;PO504689;3;2024-10-01T16:35:00Z;43.26;accepted;WH-02
R914424;PO504689;3;2024-09-18T17:05:00Z;97.96;accepted;WH-04
R914425;PO504689;4;2024-09-13T02:04:00Z;85.91;accepted;WH-03
R914426;PO504689;4;2024-08-29T17:09:00Z;53.8;accepted;WH-01
R914427;PO504689;5;2024-08-24T14:12:00Z;85.29;accepted;WH-01
R914428;PO504690;1;2024-10-13T05:06:00Z;24.32;accepted;WH-05
R914429;PO504690;1;2024-09-21T10:13:00Z;19.44;accepted;WH-03
R914430;PO504690;2;2024-09-11T21:40:00Z;43.05;accepted;WH-02
R914431;PO504691;1;2024-08-25T01:20:00Z;14.81;accepted;WH-04
R914432;PO504691;1;2024-08-23T19:40:00Z;10.76;accepted;WH-03
R914433;PO504691;2;2024-09-03T00:07:00Z;170.11;accepted;WH-01
R914434;PO504692;1;2024-09-04T01:16:00Z;20.38;accepted;WH-05
R914435;PO504692;1;2024-09-19T16:05:00Z;12.14;accepted;WH-05
R914436;PO504693;3;2024-10-08T21:41:00Z;12.41;accepted;WH-04
R914437;PO504693;3;2024-10-11T11:52:00Z;8.9;accepted;WH-02
R914438;PO504693;4;2024-09-08T03:35:00Z;166.99;accepted;WH-04
R914439;PO504697;1;2024-09-07T00:52:00Z;43.53;accepted;WH-05
R914440;PO504697;1;2024-09-03T04:54:00Z;34.86;accepted;WH-05
R914441;PO504697;2;2024-08-20T18:00:00Z;131.11;accepted;WH-04
R914442;PO504697;3;2024-08-16T21:52:00Z;23.7;accepted;WH-02
R914443;PO504697;4;2024-09-08T13:23:00Z;44.56;accepted;WH-04
R914444;PO504697;4;2024-08-18T15:42:00Z;19.81;accepted;WH-03
R914445;PO504698;2;2024-09-04T13:18:00Z;50.09;accepted;WH-05
R914446;PO504698;3;2024-10-08T08:05:00Z;94.62;accepted;WH-01
R914447;PO504698;3;2024-09-29T14:19:00Z;44.36;partially_rejected;WH-05
R914448;PO504698;3;2024-09-13T21:09:00Z;38.13;accepted;WH-01
R914449;PO504698;4;2024-09-10T20:01:00Z;161.09;accepted;WH-02
R914450;PO504699;1;2024-08-22T06:53:00Z;144.41;partially_rejected;WH-02
R914451;PO504699;2;2024-10-10T03:37:00Z;20.49;accepted;WH-01
R914452;PO504700;1;2024-08-22T20:18:00Z;135.34;accepted;WH-03
R914453;PO504700;2;2024-08-25T09:01:00Z;51.73;accepted;WH-01
R914454;PO504700;2;2024-09-18T21:48:00Z;100.97;accepted;WH-04
R914455;PO504700;4;2024-09-26T04:01:00Z;73.93;accepted;WH-05
R914456;PO504700;4;2024-09-05T05:11:00Z;89.66;accepted;WH-03
R914457;PO504702;2;2024-08-13T00:42:00Z;49.64;accepted;WH-05
R914458;PO504702;3;2024-09-03T14:41:00Z;63.0;accepted;WH-03
R914459;PO504702;4;2024-09-11T10:55:00Z;192.16;accepted;WH-05
R914460;PO504703;1;2024-09-10T16:25:00Z;154.59;accepted;WH-03
R914461;PO504703;2;2024-09-20T16:02:00Z;51.17;accepted;WH-03
R914462;PO504703;3;2024-09-15T21:13:00Z;124.48;accepted;WH-05
R914463;PO504704;1;2024-08-23T14:08:00Z;76.08;accepted;WH-05
R914464;PO504704;2;2024-09-20T14:46:00Z;120.87;accepted;WH-04
R914465;PO504705;1;2024-09-01T09:54:00Z;132.72;accepted;WH-04
R914466;PO504705;3;2024-09-16T13:19:00Z;186.63;accepted;WH-02
R914467;PO504705;4;2024-09-26T08:56:00Z;52.07;accepted;WH-03
R914468;PO504705;4;2024-09-13T02:28:00Z;31.14;accepted;WH-04
R914469;PO504705;5;2024-09-19T05:26:00Z;9.77;accepted;WH-03
R914470;PO504706;1;2024-09-16T20:26:00Z;7.37;accepted;WH-01
R914471;PO504706;1;2024-09-14T01:25:00Z;16.47;accepted;WH-04
R914472;PO504706;2;2024-08-12T06:38:00Z;54.21;accepted;WH-05
R914473;PO504706;3;2024-09-13T20:08:00Z;28.26;accepted;WH-02
R914474;PO504706;3;2024-09-18T03:26:00Z;19.63;accepted;WH-02
R914475;PO504706;4;2024-09-10T10:21:00Z;105.7;accepted;WH-05
R914476;PO504706;4;2024-09-26T10:55:00Z;39.29;accepted;WH-02
R914477;PO504706;4;2024-08-31T08:13:00Z;21.3;accepted;WH-03
R914478;PO504707;2;2024-09-06T10:26:00Z;114.86;accepted;WH-05
R914479;PO504708;1;2024-09-14T23:47:00Z;192.1;accepted;WH-02
R914480;PO504708;2;2024-09-04T10:36:00Z;85.37;accepted;WH-03
R914481;PO504708;2;2024-09-04T15:31:00Z;73.59;accepted;WH-05
R914482;PO504708;3;2024-09-07T06:01:00Z;4.62;accepted;WH-03
R914483;PO504709;1;2024-10-17T05:55:00Z;92.12;accepted;WH-03
R914484;PO504710;1;2024-09-10T21:35:00Z;18.32;accepted;WH-02
R914485;PO504710;1;2024-09-05T15:53:00Z;29.01;rejected;WH-01
R914486;PO504710;4;2024-09-17T17:55:00Z;124.64;accepted;WH-03
R914487;PO504710;5;2024-08-26T06:21:00Z;191.5;accepted;WH-02
R914488;PO504711;1;2024-09-13T05:23:00Z;171.96;partially_rejected;WH-03
R914489;PO504711;2;2024-09-20T21:54:00Z;41.22;accepted;WH-05
R914490;PO504711;3;2024-09-23T17:36:00Z;20.22;accepted;WH-05
R914491;PO504712;1;2024-08-24T06:06:00Z;91.42;accepted;WH-01
R914492;PO504712;2;2024-09-11T12:57:00Z;93.96;rejected;WH-02
R914493;PO504712;3;2024-09-17T19:02:00Z;120.61;accepted;WH-03
R914494;PO504712;4;2024-09-21T08:36:00Z;149.72;accepted;WH-01
R914495;PO504712;5;2024-08-16T04:41:00Z;156.44;accepted;WH-05
R914496;PO504713;1;2024-09-05T20:31:00Z;101.19;accepted;WH-05
R914497;PO504713;2;2024-09-05T19:35:00Z;186.78;partially_rejected;WH-03
R914498;PO504713;3;2024-09-01T22:20:00Z;33.9;accepted;WH-05
R914499;PO504713;4;2024-08-22T02:50:00Z;35.08;accepted;WH-05
R914500;PO504714;1;2024-09-24T00:50:00Z;77.58;accepted;WH-03
R914501;PO504714;2;2024-08-27T01:32:00Z;153.26;accepted;WH-05
R914502;PO504714;4;2024-09-19T01:57:00Z;141.86;accepted;WH-04
R914503;PO504714;5;2024-08-31T00:55:00Z;137.77;accepted;WH-02
R914504;PO504715;1;2024-09-28T10:35:00Z;82.97;accepted;WH-02
R914505;PO504715;1;2024-09-11T15:18:00Z;44.16;accepted;WH-05
R914506;PO504715;2;2024-08-25T07:58:00Z;107.61;accepted;WH-04
R914507;PO504715;3;2024-08-27T16:24:00Z;61.71;accepted;WH-03
R914508;PO504715;4;2024-09-30T20:12:00Z;45.88;accepted;WH-01
R914509;PO504715;4;2024-09-04T23:32:00Z;28.97;accepted;WH-03
R914510;PO504716;1;2024-09-07T17:14:00Z;57.41;accepted;WH-01
R914511;PO504716;1;2024-09-09T20:55:00Z;19.48;accepted;WH-05
R914512;PO504716;1;2024-09-04T14:11:00Z;12.38;accepted;WH-04
R914513;PO504716;2;2024-09-13T10:29:00Z;52.32;accepted;WH-04
R914514;PO504716;2;2024-09-22T20:01:00Z;78.78;accepted;WH-03
R914515;PO504718;1;2024-08-29T04:53:00Z;164.0;accepted;WH-01
R914516;PO504720;1;2024-09-06T03:47:00Z;79.06;accepted;WH-04
R914517;PO504720;1;2024-08-22T03:12:00Z;92.74;accepted;WH-03
R914518;PO504720;2;2024-09-24T03:49:00Z;198.83;accepted;WH-01
R914519;PO504720;3;2024-09-09T01:00:00Z;118.07;accepted;WH-04
R914520;PO504720;4;2024-09-18T15:33:00Z;45.72;accepted;WH-03
R914521;PO504720;4;2024-09-25T14:18:00Z;36.92;accepted;WH-03
R914522;PO504720;4;2024-09-24T22:09:00Z;19.44;accepted;WH-02
R914523;PO504720;5;2024-09-03T00:43:00Z;195.48;accepted;WH-02
R914524;PO504721;1;2024-08-16T10:12:00Z;114.28;accepted;WH-01
R914525;PO504721;1;2024-08-17T18:36:00Z;82.91;accepted;WH-05
R914526;PO504721;2;2024-09-05T23:11:00Z;38.84;accepted;WH-04
R914527;PO504721;3;2024-08-25T04:11:00Z;3.99;accepted;WH-02
R914528;PO504724;1;2024-09-21T00:44:00Z;90.29;accepted;WH-01
R914529;PO504724;2;2024-09-03T04:48:00Z;199.16;rejected;WH-04
R914530;PO504724;3;2024-09-03T02:57:00Z;72.82;accepted;WH-04
R914531;PO504724;3;2024-09-26T02:47:00Z;35.04;accepted;WH-05
R914532;PO504724;4;2024-08-26T07:50:00Z;122.99;accepted;WH-03
R914533;PO504724;5;2024-08-28T18:17:00Z;49.91;accepted;WH-05
R914534;PO504724;5;2024-09-01T19:09:00Z;98.45;rejected;WH-03
R914535;PO504725;1;2024-08-27T21:31:00Z;51.21;accepted;WH-01
R914536;PO504725;1;2024-08-24T03:22:00Z;117.33;accepted;WH-02
R914537;PO504725;3;2024-09-12T01:10:00Z;63.47;accepted;WH-02
R914538;PO504725;3;2024-08-18T15:43:00Z;23.34;accepted;WH-05
R914539;PO504725;3;2024-08-26T03:19:00Z;45.75;accepted;WH-03
R914540;PO504725;4;2024-09-25T10:09:00Z;65.87;accepted;WH-03
R914541;PO504726;1;2024-10-05T18:31:00Z;63.29;accepted;WH-01
R914542;PO504726;1;2024-09-23T18:08:00Z;36.19;accepted;WH-01
R914543;PO504726;2;2024-09-26T03:07:00Z;108.85;accepted;WH-04
R914544;PO504726;3;2024-09-12T21:23:00Z;86.74;accepted;WH-04
R914545;PO504726;3;2024-09-15T17:20:00Z;62.21;accepted;WH-04
R914546;PO504726;4;2024-09-01T18:37:00Z;94.9;accepted;WH-04
R914547;PO504726;4;2024-08-20T22:17:00Z;102.14;partially_rejected;WH-02
R914548;PO504726;5;2024-08-13T00:30:00Z;56.31;accepted;WH-03
R914549;PO504726;5;2024-08-18T01:00:00Z;57.22;partially_rejected;WH-01
R914550;PO504726;5;2024-08-14T18:15:00Z;38.35;accepted;WH-01
R914551;PO504727;1;2024-08-29T09:20:00Z;13.8;accepted;WH-02
R914552;PO504727;1;2024-09-09T09:57:00Z;11.61;partially_rejected;WH-04
R914553;PO504727;2;2024-09-06T08:45:00Z;166.08;accepted;WH-02
R914554;PO504727;3;2024-09-18T11:52:00Z;88.43;accepted;WH-03
R914555;PO504727;4;2024-09-29T17:57:00Z;100.28;rejected;WH-04
R914556;PO504730;2;2024-08-28T18:48:00Z;124.42;accepted;WH-05
R914557;PO504730;3;2024-08-28T06:46:00Z;13.11;accepted;WH-04
R914558;PO504730;4;2024-09-24T03:41:00Z;37.67;accepted;WH-02
R914559;PO504731;1;2024-09-05T01:11:00Z;55.41;partially_rejected;WH-05
R914560;PO504731;1;2024-09-07T08:35:00Z;28.34;accepted;WH-05
R914561;PO504731;2;2024-09-03T09:21:00Z;52.39;accepted;WH-02
R914562;PO504731;3;2024-09-30T21:29:00Z;89.42;accepted;WH-02
R914563;PO504731;3;2024-09-21T15:46:00Z;50.62;accepted;WH-04
R914564;PO504731;4;2024-08-24T20:45:00Z;5.48;accepted;WH-01
R914565;PO504731;5;2024-09-02T16:01:00Z;154.73;accepted;WH-03
R914566;PO504732;1;2024-09-22T19:57:00Z;131.41;accepted;WH-03
R914567;PO504732;2;2024-09-01T01:17:00Z;30.66;accepted;WH-02
R914568;PO504732;3;2024-09-06T06:57:00Z;140.01;accepted;WH-03
R914569;PO504733;1;2024-09-25T04:14:00Z;185.39;accepted;WH-05
R914570;PO504733;2;2024-09-23T04:23:00Z;52.49;accepted;WH-01
R914571;PO504733;3;2024-09-25T13:30:00Z;41.27;accepted;WH-02
R914572;PO504733;3;2024-09-24T06:20:00Z;9.35;accepted;WH-01
R914573;PO504733;3;2024-09-22T04:02:00Z;12.1;accepted;WH-03
R914574;PO504734;1;2024-09-06T05:22:00Z;184.37;accepted;WH-02
R914575;PO504735;1;2024-09-03T23:48:00Z;98.35;accepted;WH-03
R914576;PO504736;1;2024-10-03T17:56:00Z;142.23;accepted;WH-02
R914577;PO504736;3;2024-09-05T07:30:00Z;74.61;accepted;WH-05
R914578;PO504738;1;2024-09-08T16:50:00Z;93.22;accepted;WH-03
R914579;PO504738;3;2024-08-28T01:54:00Z;91.8;accepted;WH-01
R914580;PO504738;3;2024-08-23T23:11:00Z;40.36;partially_rejected;WH-03
R914581;PO504738;4;2024-08-29T11:34:00Z;161.17;accepted;WH-05
R914582;PO504738;5;2024-08-27T12:13:00Z;36.87;accepted;WH-05
R914583;PO504738;5;2024-08-30T07:06:00Z;20.91;accepted;WH-03
R914584;PO504739;1;2024-09-03T03:10:00Z;50.37;accepted;WH-05
R914585;PO504739;2;2024-08-30T19:55:00Z;126.4;accepted;WH-04
R914586;PO504739;3;2024-08-21T16:44:00Z;54.3;partially_rejected;WH-02
R914587;PO504739;3;2024-09-09T14:24:00Z;70.88;accepted;WH-05
R914588;PO504739;4;2024-08-15T12:23:00Z;16.25;accepted;WH-01
R914589;PO504739;5;2024-09-10T00:39:00Z;33.88;accepted;WH-04
R914590;PO504740;1;2024-08-29T10:52:00Z;43.17;accepted;WH-02
R914591;PO504740;2;2024-08-29T11:07:00Z;19.0;accepted;WH-04
R914592;PO504740;4;2024-09-16T16:16:00Z;126.39;accepted;WH-01
R914593;PO504740;5;2024-09-09T23:40:00Z;177.32;accepted;WH-01
R914594;PO504741;1;2024-08-22T18:53:00Z;102.95;accepted;WH-05
R914595;PO504741;3;2024-09-04T01:46:00Z;10.33;accepted;WH-03
R914596;PO504741;3;2024-08-31T21:15:00Z;9.63;accepted;WH-04
R914597;PO504741;3;2024-09-01T14:17:00Z;9.11;accepted;WH-02
R914598;PO504745;2;2024-09-27T05:18:00Z;176.93;partially_rejected;WH-05
R914599;PO504746;1;2024-08-26T13:58:00Z;104.3;accepted;WH-02
R914600;PO504746;2;2024-09-05T19:47:00Z;78.02;accepted;WH-02
R914601;PO504746;3;2024-09-14T02:05:00Z;64.12;accepted;WH-01
R914602;PO504747;2;2024-08-29T22:10:00Z;156.78;accepted;WH-02
R914603;PO504747;3;2024-08-19T20:39:00Z;50.93;accepted;WH-05
R914604;PO504747;4;2024-10-06T21:28:00Z;77.45;accepted;WH-02
R914605;PO504747;4;2024-09-16T06:18:00Z;58.76;accepted;WH-04
R914606;PO504747;5;2024-09-28T22:47:00Z;176.69;accepted;WH-02
R914607;PO504748;1;2024-08-21T20:56:00Z;25.66;accepted;WH-03
R914608;PO504748;1;2024-08-20T15:59:00Z;10.94;accepted;WH-01
R914609;PO504748;1;2024-08-29T13:54:00Z;7.22;accepted;WH-02
R914610;PO504748;2;2024-09-06T09:05:00Z;145.38;accepted;WH-03
R914611;PO504749;1;2024-09-12T04:52:00Z;66.3;accepted;WH-05
R914612;PO504749;1;2024-09-26T03:56:00Z;40.3;accepted;WH-05
R914613;PO504749;1;2024-10-04T05:43:00Z;69.44;accepted;WH-03
R914614;PO504749;2;2024-08-26T10:25:00Z;135.62;accepted;WH-04
R914615;PO504749;3;2024-09-12T03:55:00Z;38.07;accepted;WH-04
R914616;PO504749;3;2024-08-26T05:48:00Z;56.01;rejected;WH-05
R914617;PO504750;1;2024-09-29T22:40:00Z;1.96;accepted;WH-02
R914618;PO504750;1;2024-09-22T23:11:00Z;0.45;accepted;WH-01
R914619;PO504750;1;2024-09-24T14:47:00Z;0.65;accepted;WH-04
R914620;PO504751;1;2024-08-24T12:49:00Z;108.72;accepted;WH-01
R914621;PO504751;2;2024-08-26T06:31:00Z;145.14;accepted;WH-01
R914622;PO504751;3;2024-08-24T08:33:00Z;177.22;accepted;WH-01
R914623;PO504752;1;2024-08-30T15:46:00Z;189.39;accepted;WH-03
R914624;PO504752;2;2024-09-16T06:00:00Z;103.25;accepted;WH-02
R914625;PO504752;3;2024-08-24T11:49:00Z;17.56;accepted;WH-02
R914626;PO504752;3;2024-08-24T17:27:00Z;30.21;rejected;WH-04
R914627;PO504753;1;2024-09-04T07:00:00Z;196.92;rejected;WH-04
R914628;PO504754;1;2024-09-27T15:13:00Z;143.16;accepted;WH-03
R914629;PO504755;1;2024-09-19T03:03:00Z;63.52;accepted;WH-02
R914630;PO504755;2;2024-09-05T02:47:00Z;82.7;accepted;WH-01
R914631;PO504755;3;2024-09-09T13:00:00Z;103.73;partially_rejected;WH-04
R914632;PO504755;4;2024-09-02T04:00:00Z;57.35;accepted;WH-05
R914633;PO504755;4;2024-09-01T06:35:00Z;32.14;partially_rejected;WH-02
R914634;PO504755;4;2024-09-02T18:28:00Z;74.38;rejected;WH-04
R914635;PO504756;1;2024-09-07T08:39:00Z;24.61;accepted;WH-03
R914636;PO504756;2;2024-08-25T01:12:00Z;96.1;accepted;WH-01
R914637;PO504757;1;2024-08-28T13:17:00Z;27.9;accepted;WH-01
R914638;PO504759;1;2024-08-18T17:27:00Z;20.55;accepted;WH-03
R914639;PO504759;2;2024-09-12T16:34:00Z;132.63;accepted;WH-03
R914640;PO504759;3;2024-09-25T04:56:00Z;178.72;accepted;WH-02
R914641;PO504759;4;2024-09-22T06:13:00Z;97.13;accepted;WH-02
R914642;PO504759;4;2024-09-29T15:49:00Z;47.04;accepted;WH-05
R914643;PO504759;5;2024-09-05T17:56:00Z;130.22;accepted;WH-05
R914644;PO504760;1;2024-09-22T10:43:00Z;148.37;accepted;WH-03
R914645;PO504760;2;2024-09-29T22:01:00Z;74.13;accepted;WH-03
R914646;PO504760;3;2024-08-29T17:38:00Z;169.57;accepted;WH-05
R914647;PO504760;4;2024-08-21T17:26:00Z;34.82;accepted;WH-01
R914648;PO504762;1;2024-09-08T02:52:00Z;195.85;accepted;WH-02
R914649;PO504762;2;2024-08-29T00:32:00Z;110.07;accepted;WH-03
R914650;PO504762;3;2024-09-11T09:32:00Z;54.67;accepted;WH-03
R914651;PO504762;4;2024-08-22T23:35:00Z;28.56;partially_rejected;WH-03
R914652;PO504762;5;2024-09-23T15:14:00Z;198.89;accepted;WH-01
R914653;PO504763;1;2024-09-17T05:00:00Z;102.39;accepted;WH-01
R914654;PO504763;2;2024-09-11T00:32:00Z;83.65;accepted;WH-02
R914655;PO504763;4;2024-09-02T18:52:00Z;161.58;accepted;WH-04
R914656;PO504764;1;2024-09-06T22:50:00Z;55.22;accepted;WH-02
R914657;PO504764;2;2024-09-20T08:20:00Z;51.78;accepted;WH-05
R914658;PO504764;3;2024-09-12T15:57:00Z;102.53;accepted;WH-05
R914659;PO504765;1;2024-09-01T07:09:00Z;46.05;accepted;WH-05
R914660;PO504765;1;2024-09-01T19:45:00Z;95.74;accepted;WH-03
R914661;PO504765;2;2024-09-30T02:21:00Z;144.7;accepted;WH-04
R914662;PO504765;4;2024-08-28T09:02:00Z;7.11;accepted;WH-04
R914663;PO504766;1;2024-09-10T19:30:00Z;95.53;accepted;WH-05
R914664;PO504767;1;2024-09-08T01:45:00Z;59.68;accepted;WH-03
R914665;PO504767;1;2024-09-20T23:27:00Z;70.86;accepted;WH-03
R914666;PO504768;1;2024-10-06T09:49:00Z;128.99;accepted;WH-01
R914667;PO504768;1;2024-09-11T06:07:00Z;20.8;accepted;WH-02
R914668;PO504768;1;2024-09-21T19:48:00Z;46.36;accepted;WH-02
R914669;PO504768;2;2024-09-13T20:04:00Z;105.23;accepted;WH-01
R914670;PO504768;2;2024-09-06T15:36:00Z;79.69;rejected;WH-05
R914671;PO504768;3;2024-09-17T22:53:00Z;172.27;accepted;WH-05
R914672;PO504768;4;2024-08-19T19:10:00Z;77.12;accepted;WH-03
R914673;PO504769;1;2024-08-26T19:34:00Z;198.26;accepted;WH-03
R914674;PO504769;2;2024-09-12T15:46:00Z;20.17;accepted;WH-05
R914675;PO504769;2;2024-09-06T11:37:00Z;11.77;accepted;WH-01
R914676;PO504769;2;2024-09-14T21:01:00Z;5.45;accepted;WH-04
R914677;PO504769;3;2024-09-20T14:59:00Z;95.58;accepted;WH-04
R914678;PO504769;4;2024-09-25T03:35:00Z;130.02;accepted;WH-02
R914679;PO504769;5;2024-09-14T17:26:00Z;122.88;accepted;WH-03
R914680;PO504771;1;2024-09-09T08:45:00Z;122.31;accepted;WH-05
R914681;PO504771;2;2024-09-13T08:12:00Z;50.76;accepted;WH-04
R914682;PO504771;2;2024-09-11T07:31:00Z;110.02;accepted;WH-03
R914683;PO504771;3;2024-10-17T14:52:00Z;128.89;accepted;WH-02
R914684;PO504771;4;2024-08-23T00:24:00Z;40.38;accepted;WH-04
R914685;PO504773;1;2024-08-27T20:09:00Z;136.2;accepted;WH-02
R914686;PO504773;2;2024-08-30T20:52:00Z;8.56;accepted;WH-04
R914687;PO504773;3;2024-08-28T11:45:00Z;192.53;accepted;WH-02
R914688;PO504773;4;2024-10-11T11:27:00Z;131.94;accepted;WH-05
R914689;PO504774;1;2024-09-05T09:52:00Z;91.1;accepted;WH-01
R914690;PO504774;2;2024-09-03T02:42:00Z;197.35;accepted;WH-01
R914691;PO504774;3;2024-09-26T17:59:00Z;2.31;accepted;WH-04
R914692;PO504774;4;2024-09-09T22:21:00Z;101.17;accepted;WH-05
R914693;PO504775;1;2024-09-09T18:46:00Z;70.31;accepted;WH-03
R914694;PO504775;2;2024-08-28T08:19:00Z;45.06;accepted;WH-05
R914695;PO504775;2;2024-08-22T15:11:00Z;20.69;accepted;WH-05
R914696;PO504776;1;2024-09-28T21:10:00Z;89.4;accepted;WH-04
R914697;PO504776;1;2024-09-19T23:04:00Z;21.35;accepted;WH-01
R914698;PO504776;1;2024-10-08T16:08:00Z;22.6;accepted;WH-02
R914699;PO504776;2;2024-09-23T05:49:00Z;84.21;partially_rejected;WH-02
R914700;PO504777;1;2024-08-25T09:57:00Z;154.41;accepted;WH-04
R914701;PO504777;2;2024-09-09T13:11:00Z;121.56;accepted;WH-03
R914702;PO504778;1;2024-09-17T08:17:00Z;169.96;rejected;WH-01
R914703;PO504778;2;2024-09-09T23:18:00Z;74.17;accepted;WH-05
R914704;PO504778;2;2024-08-19T15:24:00Z;117.05;accepted;WH-01
R914705;PO504779;1;2024-09-16T07:13:00Z;126.55;accepted;WH-05
R914706;PO504779;1;2024-09-10T04:35:00Z;66.0;accepted;WH-01
R914707;PO504779;2;2024-09-11T13:38:00Z;143.88;accepted;WH-03
R914708;PO504779;3;2024-10-10T02:37:00Z;128.41;accepted;WH-03
R914709;PO504780;1;2024-08-25T10:42:00Z;120.64;accepted;WH-02
R914710;PO504781;1;2024-09-24T22:12:00Z;14.54;accepted;WH-05
R914711;PO504781;1;2024-09-17T16:13:00Z;21.1;accepted;WH-02
R914712;PO504781;2;2024-09-08T02:02:00Z;164.47;accepted;WH-04
R914713;PO504781;4;2024-09-03T13:10:00Z;69.81;accepted;WH-02
R914714;PO504781;4;2024-09-21T15:37:00Z;96.24;accepted;WH-05
R914715;PO504781;5;2024-09-29T07:04:00Z;24.61;accepted;WH-05
R914716;PO504783;1;2024-08-25T11:58:00Z;19.0;accepted;WH-03
R914717;PO504783;1;2024-08-18T07:19:00Z;32.58;accepted;WH-05
R914718;PO504784;1;2024-08-14T12:20:00Z;59.24;accepted;WH-04
R914719;PO504784;1;2024-08-16T07:23:00Z;50.54;accepted;WH-04
R914720;PO504784;1;2024-08-20T10:07:00Z;87.26;accepted;WH-04
R914721;PO504784;2;2024-08-20T21:08:00Z;73.26;accepted;WH-04
R914722;PO504784;3;2024-09-21T20:29:00Z;122.33;accepted;WH-04
R914723;PO504784;4;2024-09-05T11:28:00Z;185.48;accepted;WH-05
R914724;PO504786;1;2024-08-31T02:33:00Z;179.69;accepted;WH-04
R914725;PO504786;2;2024-09-13T19:08:00Z;171.26;accepted;WH-01
R914726;PO504786;3;2024-08-26T14:04:00Z;99.65;accepted;WH-03
R914727;PO504787;1;2024-09-09T15:43:00Z;7.96;accepted;WH-02
R914728;PO504787;2;2024-09-03T15:10:00Z;57.85;accepted;WH-05
