order_id;supplier_id;order_dttm_msk;currency;delivery_city;order_type
PO505449;S1065;2024-09-16 16:25:00;RUB;СПб;Срочная
PO505450;S1061;2024-09-16 14:44:00;RUB;Челябинск;Аварийная
PO505451;S1119;2024-09-17 09:04:00;RUB;Пермь;Срочная
PO505452;S1007;2024-09-17 10:39:00;RUB;Ростов;Аварийная
PO505453;S1030;2024-09-17 17:12:00;RUB;Челябинск;Срочная
PO505454;S1081;2024-09-17 13:03:00;RUB;СПб;Плановая
PO505455;S1095;2024-09-17 19:41:00;RUB;Уфа;Срочная
PO505456;S1125;2024-09-17 17:06:00;RUB;Тюмень;Срочная
PO505457;S1060;2024-09-17 18:18:00;RUB;Пермь;Аварийная
PO505458;S1027;2024-09-17 12:32:00;RUB;Самара;Плановая
PO505459;S1095;2024-09-17 09:25:00;RUB;Москва;Аварийная
PO505460;S1102;2024-09-17 09:43:00;RUB;Москва;Плановая
PO505461;S1069;2024-09-17 18:10:00;RUB;Пермь;Аварийная
PO505462;S1035;2024-09-17 17:39:00;USD;Новосибирск;Плановая
PO505463;S1023;2024-09-17 08:02:00;RUB;Казань;Плановая
PO505464;S1060;2024-09-17 13:18:00;RUB;Тюмень;Плановая
PO505465;S1079;2024-09-17 11:06:00;RUB;Омск;Срочная
PO505466;S1067;2024-09-17 17:53:00;RUB;СПб;Плановая
PO505467;S1082;2024-09-17 11:20:00;RUB;Екатеринбург;Плановая
PO505468;S1037;2024-09-17 09:06:00;RUB;Тюмень;Срочная
PO505469;S1040;2024-09-17 15:40:00;RUB;Уфа;Плановая
PO505470;S1072;2024-09-17 10:49:00;RUB;Казань;Срочная
PO505471;S1058;2024-09-17 10:28:00;RUB;Уфа;Срочная
PO505472;S1109;2024-09-17 10:08:00;RUB;Челябинск;Плановая
PO505473;S1116;2024-09-17 17:56:00;RUB;Ростов;Срочная
PO505474;S1022;2024-09-17 12:29:00;RUB;Уфа;Плановая
PO505475;S1111;2024-09-17 18:59:00;RUB;Казань;Аварийная
PO505476;S1038;2024-09-17 19:00:00;RUB;Тюмень;Плановая
PO505477;S1064;2024-09-17 13:18:00;RUB;Уфа;Срочная
PO505478;S1124;2024-09-17 13:18:00;RUB;Ростов;Срочная
PO505479;S1125;2024-09-17 19:18:00;RUB;Москва;Срочная
PO505480;S1097;2024-09-17 18:28:00;RUB;Пермь;Плановая
PO505481;S1054;2024-09-17 15:47:00;RUB;Екатеринбург;Аварийная
PO505482;S1123;2024-09-18 19:40:00;RUB;Челябинск;Плановая
PO505483;S1127;2024-09-18 11:47:00;RUB;Москва;Срочная
PO505484;S1062;2024-09-18 17:01:00;RUB;Ростов;Аварийная
PO505485;S1092;2024-09-18 15:28:00;USD;Омск;Плановая
PO505486;S1055;2024-09-18 11:48:00;RUB;Омск;Аварийная
PO505487;S1095;2024-09-18 15:58:00;USD;Ростов;Срочная
PO505488;S1009;2024-09-18 14:01:00;RUB;Москва;Аварийная
PO505489;S1083;2024-09-18 11:13:00;RUB;Новосибирск;Срочная
PO505490;S1017;2024-09-18 13:32:00;RUB;Пермь;Срочная
PO505491;S1015;2024-09-18 15:16:00;RUB;Ростов;Плановая
PO505492;S1045;2024-09-18 17:29:00;RUB;Екатеринбург;Срочная
PO505493;S1051;2024-09-18 15:55:00;RUB;Омск;Плановая
PO505494;S1094;2024-09-18 09:46:00;RUB;СПб;Аварийная
PO505495;S1108;2024-09-18 09:04:00;RUB;Пермь;Срочная
PO505496;S1121;2024-09-18 15:46:00;RUB;Казань;Аварийная
PO505497;S1002;2024-09-18 09:33:00;RUB;Казань;Плановая
PO505498;S1094;2024-09-18 14:02:00;USD;Пермь;Плановая
PO505499;S1005;2024-09-18 09:17:00;RUB;Омск;Плановая
PO505500;S1054;2024-09-18 10:10:00;RUB;Казань;Аварийная
PO505501;S1024;2024-09-18 08:21:00;RUB;Тюмень;Срочная
PO505502;S1069;2024-09-18 19:12:00;RUB;Москва;Плановая
PO505503;S1117;2024-09-18 10:01:00;RUB;Казань;Срочная
PO505504;S1060;2024-09-19 19:36:00;RUB;Ростов;Плановая
PO505505;S1119;2024-09-19 12:42:00;RUB;Екатеринбург;Аварийная
PO505506;S1070;2024-09-19 19:05:00;RUB;СПб;Срочная
PO505507;S1052;2024-09-19 11:09:00;RUB;Москва;Плановая
PO505508;S1027;2024-09-19 13:28:00;RUB;Тюмень;Плановая
PO505509;S1049;2024-09-19 15:17:00;RUB;Уфа;Аварийная
PO505510;S1046;2024-09-19 08:51:00;RUB;Уфа;Срочная
PO505511;S1017;2024-09-19 12:17:00;RUB;Пермь;Плановая
PO505512;S1046;2024-09-19 09:47:00;RUB;Омск;Аварийная
PO505513;S1078;2024-09-19 13:40:00;RUB;Уфа;Срочная
PO505514;S1107;2024-09-19 09:54:00;RUB;СПб;Срочная
PO505515;S1027;2024-09-19 18:19:00;RUB;Самара;Аварийная
PO505516;S1037;2024-09-19 10:13:00;RUB;Пермь;Срочная
PO505517;S1084;2024-09-19 08:06:00;RUB;Самара;Плановая
PO505518;S1038;2024-09-19 17:03:00;RUB;Тюмень;Срочная
PO505519;S1007;2024-09-19 14:59:00;RUB;Тюмень;Срочная
PO505520;S1083;2024-09-19 18:31:00;RUB;Пермь;Аварийная
PO505521;S1121;2024-09-19 14:47:00;RUB;Новосибирск;Плановая
PO505522;S1102;2024-09-19 19:15:00;RUB;Ростов;Аварийная
PO505523;S1037;2024-09-19 08:32:00;USD;Омск;Плановая
PO505524;S1001;2024-09-19 16:31:00;RUB;Казань;Срочная
PO505525;S1079;2024-09-19 19:50:00;CNY;Казань;Плановая
PO505526;S1020;2024-09-20 12:48:00;RUB;Уфа;Плановая
PO505527;S1059;2024-09-20 12:14:00;USD;Ростов;Срочная
PO505528;S1071;2024-09-20 12:05:00;RUB;Ростов;Срочная
PO505529;S1078;2024-09-20 12:29:00;RUB;Москва;Аварийная
PO505530;S1072;2024-09-20 18:52:00;RUB;Челябинск;Срочная
PO505531;S1101;2024-09-20 10:50:00;RUB;Самара;Аварийная
PO505532;S1046;2024-09-20 11:19:00;RUB;Ростов;Аварийная
PO505533;S1083;2024-09-20 19:35:00;RUB;Самара;Аварийная
PO505534;S1008;2024-09-20 09:15:00;RUB;Тюмень;Аварийная
PO505535;S1075;2024-09-20 18:46:00;RUB;Самара;Аварийная
PO505536;S1023;2024-09-20 08:50:00;USD;Ростов;Срочная
PO505537;S1080;2024-09-20 17:52:00;RUB;Омск;Плановая
PO505538;S1018;2024-09-20 17:25:00;USD;Челябинск;Аварийная
PO505539;S1119;2024-09-20 15:22:00;RUB;Пермь;Аварийная
PO505540;S1063;2024-09-20 14:55:00;RUB;Пермь;Срочная
PO505541;S1080;2024-09-20 18:14:00;RUB;Уфа;Аварийная
PO505542;S1026;2024-09-20 14:31:00;RUB;Екатеринбург;Плановая
PO505543;S1078;2024-09-20 10:23:00;RUB;Новосибирск;Срочная
PO505544;S1057;2024-09-20 13:28:00;RUB;Пермь;Плановая
PO505545;S1056;2024-09-20 11:08:00;RUB;Москва;Срочная
PO505546;S1043;2024-09-20 17:25:00;RUB;Уфа;Срочная
PO505547;S1059;2024-09-20 15:16:00;RUB;Екатеринбург;Срочная
PO505548;S1002;2024-09-20 08:40:00;RUB;Казань;Плановая
PO505549;S1026;2024-09-20 14:13:00;RUB;Челябинск;Плановая
PO505550;S1002;2024-09-21 19:12:00;RUB;Челябинск;Плановая
PO505551;S1101;2024-09-21 18:06:00;RUB;Казань;Аварийная
PO505552;S1053;2024-09-21 11:41:00;RUB;Ростов;Срочная
PO505553;S1082;2024-09-21 09:25:00;RUB;СПб;Аварийная
PO505554;S1020;2024-09-21 19:20:00;USD;Пермь;Аварийная
PO505555;S1050;2024-09-22 10:56:00;RUB;Омск;Аварийная
PO505556;S1085;2024-09-22 09:24:00;USD;Пермь;Аварийная
PO505557;S1045;2024-09-23 17:18:00;RUB;Пермь;Срочная
PO505558;S1096;2024-09-23 08:52:00;RUB;Омск;Аварийная
PO505559;S1108;2024-09-23 19:03:00;RUB;СПб;Плановая
PO505560;S1118;2024-09-23 09:40:00;RUB;Москва;Плановая
PO505561;S1012;2024-09-23 10:33:00;RUB;Омск;Плановая
PO505562;S1031;2024-09-23 17:58:00;RUB;Тюмень;Плановая
PO505563;S1055;2024-09-23 13:55:00;RUB;Москва;Срочная
PO505564;S1050;2024-09-23 11:57:00;RUB;Челябинск;Аварийная
PO505565;S1116;2024-09-23 10:02:00;RUB;Ростов;Аварийная
PO505566;S1025;2024-09-23 12:08:00;RUB;Самара;Срочная
PO505567;S1089;2024-09-23 17:11:00;RUB;Новосибирск;Аварийная
PO505568;S1006;2024-09-23 13:56:00;USD;Челябинск;Срочная
PO505569;S1012;2024-09-23 11:38:00;RUB;Омск;Плановая
PO505570;S1043;2024-09-23 09:07:00;RUB;Екатеринбург;Плановая
PO505571;S1071;2024-09-23 08:13:00;RUB;Екатеринбург;Срочная
PO505572;S1006;2024-09-23 15:09:00;RUB;Омск;Срочная
PO505573;S1040;2024-09-23 17:42:00;RUB;Новосибирск;Срочная
PO505574;S1035;2024-09-23 09:23:00;RUB;Екатеринбург;Аварийная
PO505575;S1093;2024-09-23 15:49:00;RUB;Омск;Плановая
PO505576;S1036;2024-09-23 11:17:00;RUB;Екатеринбург;Срочная
PO505577;S1016;2024-09-23 18:20:00;RUB;СПб;Аварийная
PO505578;S1100;2024-09-23 16:39:00;RUB;Пермь;Срочная
PO505579;S1042;2024-09-23 16:05:00;RUB;Ростов;Плановая
PO505580;S1064;2024-09-23 19:40:00;RUB;Пермь;Срочная
PO505581;S1122;2024-09-23 10:11:00;RUB;Казань;Срочная
PO505582;S1070;2024-09-23 08:26:00;RUB;Новосибирск;Плановая
PO505583;S1092;2024-09-23 15:40:00;USD;СПб;Срочная
PO505584;S1073;2024-09-23 10:46:00;RUB;СПб;Плановая
PO505585;S1083;2024-09-23 12:21:00;RUB;Москва;Срочная
PO505586;S1113;2024-09-23 14:10:00;CNY;Екатеринбург;Плановая
PO505587;S1035;2024-09-23 18:16:00;RUB;Ростов;Срочная
PO505588;S1114;2024-09-23 12:41:00;RUB;Екатеринбург;Аварийная
PO505589;S1072;2024-09-23 18:47:00;RUB;Москва;Плановая
PO505590;S1090;2024-09-23 10:18:00;RUB;Самара;Срочная
PO505591;S1062;2024-09-23 14:26:00;RUB;Москва;Аварийная
PO505592;S1026;2024-09-23 19:13:00;RUB;Уфа;Аварийная
PO505593;S1036;2024-09-24 19:44:00;RUB;Москва;Аварийная
PO505594;S1016;2024-09-24 17:45:00;RUB;Ростов;Аварийная
PO505595;S1113;2024-09-24 14:11:00;RUB;Москва;Аварийная
PO505596;S1097;2024-09-24 17:51:00;RUB;Уфа;Аварийная
PO505597;S1105;2024-09-24 19:10:00;RUB;Екатеринбург;Плановая
PO505598;S1082;2024-09-24 10:30:00;RUB;СПб;Плановая
PO505599;S1007;2024-09-24 13:19:00;RUB;Казань;Срочная
PO505600;S1121;2024-09-24 11:25:00;RUB;Казань;Аварийная
PO505601;S1095;2024-09-24 15:37:00;CNY;Новосибирск;Плановая
PO505602;S1098;2024-09-24 08:05:00;RUB;Тюмень;Аварийная
PO505603;S1037;2024-09-24 14:14:00;RUB;Уфа;Аварийная
PO505604;S1062;2024-09-24 19:29:00;RUB;Омск;Срочная
PO505605;S1024;2024-09-24 18:50:00;RUB;Москва;Срочная
PO505606;S1070;2024-09-24 12:02:00;CNY;Новосибирск;Плановая
PO505607;S1127;2024-09-24 09:17:00;RUB;Новосибирск;Плановая
PO505608;S1030;2024-09-24 19:07:00;RUB;Челябинск;Аварийная
PO505609;S1026;2024-09-24 11:41:00;RUB;Тюмень;Плановая
PO505610;S1101;2024-09-24 13:04:00;RUB;Уфа;Плановая
PO505611;S1047;2024-09-24 15:43:00;USD;Новосибирск;Срочная
PO505612;S1110;2024-09-24 11:49:00;RUB;Москва;Плановая
PO505613;S1031;2024-09-24 19:24:00;RUB;Уфа;Срочная
PO505614;S1035;2024-09-24 18:55:00;RUB;Ростов;Аварийная
PO505615;S1108;2024-09-24 10:05:00;RUB;Уфа;Аварийная
PO505616;S1048;2024-09-24 15:41:00;RUB;Екатеринбург;Аварийная
PO505617;S1114;2024-09-24 11:39:00;USD;Челябинск;Аварийная
PO505618;S1124;2024-09-24 11:54:00;RUB;Омск;Аварийная
PO505619;S1123;2024-09-24 11:43:00;RUB;Уфа;Плановая
PO505620;S1060;2024-09-24 16:08:00;RUB;Челябинск;Срочная
PO505621;S1094;2024-09-24 17:45:00;RUB;Самара;Аварийная
PO505622;S1124;2024-09-24 09:19:00;USD;СПб;Срочная
PO505623;S1041;2024-09-24 16:21:00;USD;Самара;Срочная
PO505624;S1069;2024-09-24 13:56:00;RUB;Казань;Аварийная
PO505625;S1002;2024-09-24 10:01:00;RUB;Ростов;Плановая
PO505626;S1060;2024-09-25 19:03:00;RUB;Ростов;Срочная
PO505627;S1092;2024-09-25 13:21:00;RUB;Тюмень;Срочная
PO505628;S1092;2024-09-25 08:02:00;RUB;Казань;Плановая
PO505629;S1128;2024-09-25 15:14:00;RUB;Омск;Срочная
PO505630;S1078;2024-09-25 14:05:00;RUB;Челябинск;Срочная
PO505631;S1090;2024-09-25 17:11:00;RUB;Новосибирск;Срочная
PO505632;S1009;2024-09-25 08:16:00;RUB;Пермь;Плановая
PO505633;S1071;2024-09-25 15:41:00;USD;Екатеринбург;Плановая
PO505634;S1007;2024-09-25 18:00:00;CNY;Ростов;Аварийная
PO505635;S1116;2024-09-25 17:58:00;RUB;Пермь;Аварийная
PO505636;S1063;2024-09-25 19:39:00;RUB;Тюмень;Срочная
PO505637;S1049;2024-09-25 09:33:00;RUB;Екатеринбург;Срочная
PO505638;S1068;2024-09-25 18:39:00;RUB;Пермь;Аварийная
PO505639;S1123;2024-09-25 19:06:00;USD;Самара;Аварийная
PO505640;S1032;2024-09-25 11:00:00;CNY;Екатеринбург;Аварийная
PO505641;S1015;2024-09-25 17:39:00;RUB;Омск;Срочная
PO505642;S1091;2024-09-25 19:25:00;RUB;Тюмень;Аварийная
PO505643;S1052;2024-09-25 17:01:00;USD;Самара;Плановая
PO505644;S1037;2024-09-25 19:35:00;RUB;Омск;Аварийная
PO505645;S1035;2024-09-25 16:36:00;USD;Казань;Аварийная
PO505646;S1057;2024-09-25 08:43:00;RUB;Челябинск;Плановая
PO505647;S1016;2024-09-25 10:23:00;CNY;Ростов;Аварийная
PO505648;S1053;2024-09-25 17:55:00;RUB;Пермь;Плановая
PO505649;S1066;2024-09-25 09:06:00;RUB;Москва;Аварийная
PO505650;S1015;2024-09-25 13:18:00;RUB;Казань;Плановая
PO505651;S1113;2024-09-26 12:02:00;RUB;Самара;Аварийная
PO505652;S1107;2024-09-26 19:18:00;RUB;Самара;Аварийная
PO505653;S1002;2024-09-26 18:10:00;RUB;Новосибирск;Аварийная
PO505654;S1049;2024-09-26 19:49:00;RUB;Екатеринбург;Срочная
PO505655;S1088;2024-09-26 17:26:00;RUB;Екатеринбург;Аварийная
PO505656;S1090;2024-09-26 10:22:00;USD;Казань;Срочная
PO505657;S1010;2024-09-26 12:08:00;RUB;Самара;Плановая
PO505658;S1085;2024-09-26 19:31:00;RUB;Ростов;Плановая
PO505659;S1045;2024-09-26 11:32:00;RUB;СПб;Срочная
PO505660;S1087;2024-09-26 18:02:00;RUB;Пермь;Плановая
PO505661;S1049;2024-09-26 18:42:00;RUB;СПб;Аварийная
PO505662;S1089;2024-09-26 16:38:00;RUB;Ростов;Срочная
PO505663;S1010;2024-09-26 19:00:00;RUB;Казань;Аварийная
PO505664;S1079;2024-09-26 08:09:00;USD;Москва;Срочная
PO505665;S1128;2024-09-26 16:07:00;RUB;СПб;Плановая
PO505666;S1030;2024-09-26 12:47:00;RUB;Челябинск;Срочная
PO505667;S1081;2024-09-26 16:59:00;USD;Ростов;Аварийная
PO505668;S1010;2024-09-26 08:14:00;RUB;СПб;Плановая
PO505669;S1045;2024-09-27 17:17:00;RUB;Москва;Срочная
PO505670;S1036;2024-09-27 19:48:00;CNY;Самара;Срочная
PO505671;S1016;2024-09-27 16:20:00;RUB;Ростов;Аварийная
PO505672;S1083;2024-09-27 16:31:00;RUB;Уфа;Срочная
PO505673;S1084;2024-09-27 16:48:00;RUB;Пермь;Плановая
PO505674;S1065;2024-09-27 09:25:00;RUB;Москва;Аварийная
PO505675;S1086;2024-09-27 19:40:00;RUB;Пермь;Плановая
PO505676;S1089;2024-09-27 18:55:00;RUB;Омск;Аварийная
PO505677;S1019;2024-09-27 11:29:00;USD;СПб;Срочная
PO505678;S1049;2024-09-27 10:08:00;RUB;Ростов;Срочная
PO505679;S1029;2024-09-27 12:13:00;RUB;Ростов;Аварийная
PO505680;S1107;2024-09-27 09:02:00;RUB;Екатеринбург;Аварийная
PO505681;S1114;2024-09-27 15:57:00;RUB;Екатеринбург;Аварийная
PO505682;S1077;2024-09-27 16:09:00;USD;Челябинск;Плановая
PO505683;S1082;2024-09-27 10:38:00;RUB;Новосибирск;Плановая
PO505684;S1049;2024-09-27 15:25:00;RUB;Ростов;Плановая
PO505685;S1013;2024-09-27 15:29:00;RUB;Тюмень;Срочная
PO505686;S1007;2024-09-27 16:40:00;RUB;Пермь;Плановая
PO505687;S1039;2024-09-27 10:51:00;RUB;Самара;Аварийная
PO505688;S1126;2024-09-27 17:07:00;RUB;Москва;Срочная
PO505689;S1002;2024-09-27 18:06:00;RUB;Самара;Плановая
PO505690;S1072;2024-09-27 19:33:00;RUB;Омск;Срочная
PO505691;S1099;2024-09-27 18:51:00;RUB;Пермь;Срочная
PO505692;S1123;2024-09-28 19:10:00;RUB;Екатеринбург;Плановая
PO505693;S1003;2024-09-28 17:21:00;RUB;Новосибирск;Срочная
PO505694;S1073;2024-09-28 16:05:00;RUB;Челябинск;Аварийная
PO505695;S1064;2024-09-28 19:40:00;USD;Екатеринбург;Аварийная
PO505696;S1058;2024-09-28 14:43:00;RUB;Новосибирск;Аварийная
PO505697;S1021;2024-09-28 11:04:00;RUB;Казань;Плановая
PO505698;S1015;2024-09-28 08:50:00;RUB;Тюмень;Срочная
PO505699;S1128;2024-09-28 14:03:00;RUB;Казань;Срочная
PO505700;S1010;2024-09-28 12:02:00;RUB;Екатеринбург;Срочная
PO505701;S1110;2024-09-28 13:49:00;USD;Омск;Плановая
PO505702;S1075;2024-09-28 13:57:00;USD;Новосибирск;Плановая
PO505703;S1090;2024-09-28 12:54:00;RUB;Ростов;Срочная
PO505704;S1104;2024-09-28 16:44:00;RUB;Екатеринбург;Аварийная
PO505705;S1114;2024-09-28 16:27:00;RUB;Ростов;Срочная
PO505706;S1109;2024-09-28 13:28:00;RUB;Пермь;Аварийная
PO505707;S1104;2024-09-28 13:30:00;RUB;СПб;Срочная
PO505708;S1049;2024-09-29 13:51:00;RUB;Москва;Аварийная
PO505709;S1069;2024-09-29 09:39:00;RUB;Новосибирск;Срочная
PO505710;S1007;2024-09-29 16:32:00;RUB;Екатеринбург;Аварийная
PO505711;S1029;2024-09-29 12:04:00;RUB;Омск;Аварийная
PO505712;S1062;2024-09-29 18:27:00;RUB;Ростов;Срочная
PO505713;S1093;2024-09-29 13:47:00;RUB;Пермь;Аварийная
PO505714;S1081;2024-09-29 13:18:00;RUB;Омск;Срочная
PO505715;S1066;2024-09-29 11:17:00;RUB;Новосибирск;Аварийная
PO505716;S1033;2024-09-29 13:50:00;RUB;Тюмень;Аварийная
PO505717;S1110;2024-09-30 17:22:00;RUB;Уфа;Аварийная
PO505718;S1088;2024-09-30 16:32:00;RUB;Ростов;Срочная
PO505719;S1013;2024-09-30 14:49:00;RUB;Новосибирск;Плановая
PO505720;S1042;2024-09-30 15:50:00;RUB;Челябинск;Плановая
PO505721;S1066;2024-09-30 19:04:00;RUB;Новосибирск;Аварийная
PO505722;S1003;2024-09-30 16:51:00;RUB;Москва;Аварийная
PO505723;S1120;2024-09-30 10:23:00;USD;Тюмень;Срочная
PO505724;S1044;2024-09-30 13:37:00;RUB;СПб;Аварийная
PO505725;S1039;2024-09-30 16:21:00;RUB;Москва;Срочная
PO505726;S1002;2024-09-30 16:46:00;RUB;Омск;Срочная
PO505727;S1123;2024-09-30 15:17:00;RUB;СПб;Аварийная
PO505728;S1015;2024-09-30 19:00:00;RUB;Самара;Плановая
PO505729;S1023;2024-09-30 12:26:00;RUB;СПб;Аварийная
PO505730;S1074;2024-09-30 14:44:00;RUB;Омск;Аварийная
PO505731;S1060;2024-09-30 15:31:00;RUB;СПб;Плановая
PO505732;S1020;2024-09-30 18:36:00;RUB;Москва;Аварийная
PO505733;S1119;2024-09-30 08:12:00;RUB;Казань;Плановая
PO505734;S1056;2024-09-30 09:46:00;RUB;Уфа;Плановая
PO505735;S1121;2024-09-30 09:06:00;USD;Пермь;Срочная
PO505736;S1114;2024-09-30 13:42:00;RUB;Уфа;Срочная
PO505737;S1097;2024-09-30 08:56:00;RUB;Пермь;Срочная
PO505738;S1115;2024-09-30 13:02:00;RUB;Казань;Срочная
PO505739;S1012;2024-09-30 08:12:00;CNY;Ростов;Аварийная
PO505740;S1048;2024-09-30 19:08:00;RUB;Омск;Аварийная
PO505741;S1098;2024-09-30 15:24:00;RUB;Уфа;Плановая
PO505742;S1071;2024-09-30 08:05:00;RUB;Новосибирск;Срочная
PO505743;S1093;2024-09-30 10:11:00;RUB;Уфа;Аварийная
PO505744;S1118;2024-09-30 14:48:00;USD;Челябинск;Срочная
PO505745;S1127;2024-09-30 19:57:00;RUB;Москва;Срочная
PO505746;S1067;2024-09-30 18:20:00;RUB;Тюмень;Срочная
PO505747;S1031;2024-09-30 08:44:00;RUB;Пермь;Аварийная
PO505748;S1047;2024-09-30 12:14:00;RUB;Москва;Плановая
PO505749;S1118;2024-10-01 08:13:00;RUB;Казань;Аварийная
PO505750;S1070;2024-10-01 16:44:00;USD;СПб;Аварийная
PO505751;S1034;2024-10-01 10:49:00;RUB;Омск;Срочная
PO505752;S1104;2024-10-01 09:00:00;RUB;Уфа;Аварийная
PO505753;S1047;2024-10-01 10:19:00;RUB;Новосибирск;Срочная
PO505754;S1066;2024-10-01 15:39:00;RUB;Пермь;Аварийная
PO505755;S1124;2024-10-01 14:48:00;RUB;Ростов;Аварийная
PO505756;S1121;2024-10-01 17:31:00;RUB;Челябинск;Аварийная
PO505757;S1011;2024-10-01 10:25:00;RUB;Челябинск;Плановая
PO505758;S1080;2024-10-01 13:34:00;RUB;Омск;Аварийная
PO505759;S1080;2024-10-01 19:24:00;USD;СПб;Аварийная
PO505760;S1017;2024-10-01 08:27:00;RUB;Екатеринбург;Аварийная
PO505761;S1124;2024-10-01 08:39:00;RUB;Москва;Плановая
PO505762;S1017;2024-10-01 18:02:00;RUB;Москва;Плановая
PO505763;S1014;2024-10-01 17:03:00;RUB;СПб;Плановая
PO505764;S1123;2024-10-01 19:46:00;RUB;Москва;Срочная
PO505765;S1028;2024-10-01 13:00:00;RUB;Челябинск;Аварийная
PO505766;S1084;2024-10-01 19:23:00;RUB;Пермь;Аварийная
PO505767;S1079;2024-10-01 13:38:00;CNY;Казань;Аварийная
PO505768;S1028;2024-10-01 13:57:00;RUB;Пермь;Плановая
PO505769;S1101;2024-10-01 13:42:00;RUB;Ростов;Аварийная
PO505770;S1106;2024-10-01 11:35:00;RUB;Москва;Аварийная
PO505771;S1041;2024-10-01 15:18:00;RUB;Новосибирск;Аварийная
PO505772;S1006;2024-10-01 17:03:00;USD;Тюмень;Срочная
PO505773;S1057;2024-10-01 17:59:00;RUB;Новосибирск;Срочная
PO505774;S1028;2024-10-01 11:30:00;USD;Омск;Аварийная
PO505775;S1050;2024-10-01 16:16:00;RUB;Омск;Срочная
PO505776;S1081;2024-10-01 19:11:00;RUB;СПб;Аварийная
PO505777;S1126;2024-10-01 17:41:00;RUB;Омск;Аварийная
PO505778;S1113;2024-10-01 11:52:00;USD;Москва;Аварийная
PO505779;S1116;2024-10-01 19:49:00;RUB;Уфа;Срочная
PO505780;S1098;2024-10-01 12:30:00;RUB;Екатеринбург;Срочная
PO505781;S1070;2024-10-01 14:11:00;RUB;Самара;Аварийная
PO505782;S1035;2024-10-02 17:46:00;USD;Москва;Плановая
PO505783;S1055;2024-10-02 19:45:00;RUB;СПб;Аварийная
PO505784;S1088;2024-10-02 17:10:00;RUB;Казань;Срочная
PO505785;S1119;2024-10-02 11:24:00;RUB;Челябинск;Аварийная
PO505786;S1084;2024-10-02 18:15:00;RUB;Екатеринбург;Срочная
PO505787;S1119;2024-10-02 13:47:00;RUB;СПб;Плановая
PO505788;S1014;2024-10-02 08:16:00;RUB;Самара;Плановая
PO505789;S1107;2024-10-02 12:28:00;RUB;Ростов;Аварийная
PO505790;S1038;2024-10-02 08:29:00;RUB;Самара;Срочная
PO505791;S1124;2024-10-02 10:28:00;USD;Екатеринбург;Аварийная
PO505792;S1013;2024-10-02 09:48:00;RUB;Екатеринбург;Плановая
PO505793;S1010;2024-10-02 15:49:00;RUB;СПб;Аварийная
PO505794;S1068;2024-10-02 17:52:00;RUB;СПб;Аварийная
PO505795;S1056;2024-10-02 16:02:00;RUB;Омск;Аварийная
PO505796;S1092;2024-10-02 11:41:00;RUB;Казань;Срочная
PO505797;S1114;2024-10-02 10:10:00;RUB;Самара;Аварийная
PO505798;S1112;2024-10-02 12:37:00;RUB;Екатеринбург;Аварийная
PO505799;S1066;2024-10-02 19:28:00;RUB;Ростов;Аварийная
PO505800;S1053;2024-10-02 15:49:00;RUB;Челябинск;Срочная
PO505801;S1124;2024-10-02 10:09:00;RUB;Казань;Плановая
PO505802;S1111;2024-10-02 16:58:00;RUB;Москва;Аварийная
PO505803;S1076;2024-10-02 14:59:00;RUB;Тюмень;Срочная
PO505804;S1078;2024-10-02 13:16:00;RUB;Самара;Аварийная
PO505805;S1096;2024-10-02 16:09:00;RUB;Челябинск;Срочная
PO505806;S1022;2024-10-02 18:15:00;RUB;Самара;Срочная
PO505807;S1083;2024-10-02 11:54:00;RUB;Новосибирск;Плановая
PO505808;S1003;2024-10-02 14:32:00;RUB;Уфа;Плановая
PO505809;S1063;2024-10-02 08:38:00;RUB;Самара;Аварийная
PO505810;S1037;2024-10-02 09:21:00;RUB;Екатеринбург;Плановая
PO505811;S1052;2024-10-02 15:30:00;RUB;Уфа;Аварийная
PO505812;S1035;2024-10-02 08:05:00;RUB;Ростов;Аварийная
PO505813;S1015;2024-10-02 16:08:00;USD;Екатеринбург;Плановая
PO505814;S1100;2024-10-02 15:45:00;RUB;Москва;Плановая
PO505815;S1047;2024-10-02 10:47:00;RUB;Самара;Аварийная
PO505816;S1023;2024-10-03 19:45:00;CNY;Самара;Плановая
PO505817;S1017;2024-10-03 18:54:00;RUB;Челябинск;Плановая
PO505818;S1080;2024-10-03 11:03:00;RUB;Екатеринбург;Аварийная
PO505819;S1093;2024-10-03 08:09:00;RUB;СПб;Срочная
PO505820;S1022;2024-10-03 08:11:00;RUB;Тюмень;Аварийная
PO505821;S1037;2024-10-03 12:51:00;RUB;Ростов;Срочная
PO505822;S1044;2024-10-03 11:33:00;USD;Екатеринбург;Плановая
PO505823;S1122;2024-10-03 10:54:00;RUB;Челябинск;Плановая
PO505824;S1093;2024-10-03 16:47:00;RUB;Казань;Плановая
PO505825;S1080;2024-10-03 13:46:00;RUB;Тюмень;Плановая
PO505826;S1093;2024-10-03 17:11:00;RUB;Челябинск;Срочная
PO505827;S1116;2024-10-03 14:06:00;RUB;Новосибирск;Срочная
PO505828;S1070;2024-10-03 08:36:00;RUB;Пермь;Плановая
PO505829;S1076;2024-10-03 12:03:00;RUB;Челябинск;Плановая
PO505830;S1091;2024-10-03 15:23:00;RUB;Ростов;Аварийная
PO505831;S1125;2024-10-03 18:48:00;RUB;Казань;Плановая
