category,rank_in_category,supplier_name,inn,reliability_class,supplier_amount_rub,lines_cnt,share_pct,cum_share_pct,category_amount_rub,suppliers_in_category,suppliers_for_80pct,pct_of_suppliers_for_80pct
Кабель,92,"ИП ""УралДеталь-68""",6899330264,C,59880169.46,35,0.6672,83.2583,8975203160.71,120,88,73.3
Кабель,93,"ООО ""АльфаСнаб-35""",1175213575,C,59247725.76,35,0.6601,83.9184,8975203160.71,120,88,73.3
Кабель,94,"АО ""УралДеталь-6 Групп""",8563157612,C,58821042.63,35,0.6554,84.5738,8975203160.71,120,88,73.3
Кабель,95,"ООО ""ПромСнаб-11 Групп""",1268657293,A,58762290.37,33,0.6547,85.2285,8975203160.71,120,88,73.3
Кабель,96,"ИП ""УралДеталь-108""",7199635800,A,58446259.75,36,0.6512,85.8797,8975203160.71,120,88,73.3
Кабель,97,"АО ""ЭлектроМир-47""",4315494031,C,57841748.38,35,0.6445,86.5242,8975203160.71,120,88,73.3
Кабель,98,"ИП ""ДельтаЛогистик-84""",1328957857,B,56980019.21,28,0.6349,87.1590,8975203160.71,120,88,73.3
Кабель,99,"ООО ""СтанкоСервис-100""",2616565262,A,56501717.02,27,0.6295,87.7886,8975203160.71,120,88,73.3
Кабель,100,"АО ""СтанкоСервис-49""",4544937676,C,56200402.61,27,0.6262,88.4147,8975203160.71,120,88,73.3
Кабель,101,"ООО ""БетаТрейд-90""",3281751713,A,56160180.56,31,0.6257,89.0405,8975203160.71,120,88,73.3
Кабель,102,"АО ""АльфаСнаб-105""",4695450688,B,55939926.58,35,0.6233,89.6637,8975203160.71,120,88,73.3
Кабель,103,"ПАО ""БетаТрейд-107""",5096320205,A,55677645.37,30,0.6203,90.2841,8975203160.71,120,88,73.3
Кабель,104,"ИП ""СтанкоСервис-119""",8333128511,A,55451859.04,42,0.6178,90.9019,8975203160.71,120,88,73.3
Кабель,105,"ООО ""ДельтаЛогистик-78""",8663952810,C,55364472.19,29,0.6169,91.5188,8975203160.71,120,88,73.3
Кабель,106,"ПАО ""ЭлектроМир-83""",9385317786,C,55172629.46,27,0.6147,92.1335,8975203160.71,120,88,73.3
Кабель,107,"ПАО ""ГаммаПром-21""",5510509420,A,55071387.61,36,0.6136,92.7471,8975203160.71,120,88,73.3
Кабель,108,"АО ""МеталлТорг-115""",4054258644,C,54836229.10,30,0.6110,93.3581,8975203160.71,120,88,73.3
Кабель,109,"ИП ""Севергруз-5 Групп""",9354187804,A,54175487.55,29,0.6036,93.9617,8975203160.71,120,88,73.3
Кабель,110,"ПАО ""ЭпсилонТех-31""",3498810138,C,54028248.47,25,0.6020,94.5636,8975203160.71,120,88,73.3
Кабель,111,"ООО ""СибирьОпт-102""",4129682292,C,53966101.48,33,0.6013,95.1649,8975203160.71,120,88,73.3
Кабель,112,"ИП ""СибирьОпт-80""",2616661404,C,52486376.09,35,0.5848,95.7497,8975203160.71,120,88,73.3
Кабель,113,"АО ""ГаммаПром-33""",9026027108,C,51957630.84,34,0.5789,96.3286,8975203160.71,120,88,73.3
Кабель,114,"ИП ""БетаТрейд-28""",7605742304,A,50395282.85,32,0.5615,96.8901,8975203160.71,120,88,73.3
Кабель,115,"АО ""ВолгаТех-39""",9762292597,A,48925382.63,27,0.5451,97.4352,8975203160.71,120,88,73.3
Кабель,116,"АО ""УралДеталь-93""",8269858197,A,48915844.15,31,0.5450,97.9802,8975203160.71,120,88,73.3
Кабель,117,"ООО ""ПромСнаб-85""",1381538527,B,48186308.54,28,0.5369,98.5171,8975203160.71,120,88,73.3
Кабель,118,"ИП ""УралДеталь-40""",6947562940,A,47896068.17,26,0.5336,99.0508,8975203160.71,120,88,73.3
Кабель,119,"ПАО ""ЭлектроМир-95""",4893091195,B,46820199.58,38,0.5217,99.5724,8975203160.71,120,88,73.3
Кабель,120,"ПАО ""ГидроПром-10 Групп""",4025236040,A,38374278.65,27,0.4276,100.0000,8975203160.71,120,88,73.3
Крепёж,1,"ООО ""ГидроПром-50""",5386956634,C,195622176.67,106,1.9937,1.9937,9812056361.69,120,86,71.7
Крепёж,2,"ООО ""ВолгаТех-43""",6824546805,B,161262503.15,86,1.6435,3.6372,9812056361.69,120,86,71.7
Крепёж,3,"ООО ""ЭлектроМир-36""",9692833459,A,155163394.55,100,1.5814,5.2186,9812056361.69,120,86,71.7
Крепёж,4,"АО ""ВолгаТех-1 Групп""",7396573762,B,154884932.45,79,1.5785,6.7971,9812056361.69,120,86,71.7
Крепёж,5,"ООО ""ГидроПром-15 Групп""",3556215410,C,151048044.56,79,1.5394,8.3365,9812056361.69,120,86,71.7
Крепёж,6,"АО ""ТехКомплект-8 Групп""",7408027797,C,147430622.37,83,1.5025,9.8390,9812056361.69,120,86,71.7
Крепёж,7,"ИП ""ВолгаТех-64""",3967359575,C,146513815.37,63,1.4932,11.3322,9812056361.69,120,86,71.7
Крепёж,8,"ООО ""ГаммаПром-22""",5256420704,B,146359011.26,83,1.4916,12.8239,9812056361.69,120,86,71.7
Крепёж,9,"ООО ""ЭпсилонТех-29""",1164438269,A,125407301.53,76,1.2781,14.1020,9812056361.69,120,86,71.7
Крепёж,10,"ПАО ""ГаммаПром-13 Групп""",7679741117,A,113648308.93,58,1.1583,15.2602,9812056361.69,120,86,71.7
Крепёж,11,"ООО ""Севергруз-20""",9756965410,B,112723760.52,40,1.1488,16.4090,9812056361.69,120,86,71.7
Крепёж,12,"ПАО ""СтанкоСервис-113""",9062991254,C,106517873.25,47,1.0856,17.4946,9812056361.69,120,86,71.7
Крепёж,13,"ООО ""ЭлектроМир-110""",9439228389,A,104568617.23,53,1.0657,18.5603,9812056361.69,120,86,71.7
Крепёж,14,"ИП ""ПромСнаб-30""",9330400329,A,103844433.55,69,1.0583,19.6187,9812056361.69,120,86,71.7
Крепёж,15,"ИП ""ЭпсилонТех-51""",2183066432,A,103044672.52,49,1.0502,20.6689,9812056361.69,120,86,71.7
Крепёж,16,"ООО ""СибирьОпт-96""",3940742148,A,102507605.20,43,1.0447,21.7136,9812056361.69,120,86,71.7
Крепёж,17,"ПАО ""ГидроПром-82""",5486176086,C,102004329.32,53,1.0396,22.7531,9812056361.69,120,86,71.7
Крепёж,18,"ООО ""БетаТрейд-90""",3281751713,A,101740440.75,46,1.0369,23.7900,9812056361.69,120,86,71.7
Крепёж,19,"ПАО ""СибирьОпт-109""",1575720309,B,99941718.38,44,1.0186,24.8086,9812056361.69,120,86,71.7
Крепёж,20,"ИП ""СибирьОпт-41""",6345050694,C,98870114.31,49,1.0076,25.8162,9812056361.69,120,86,71.7
Крепёж,21,"ПАО ""УралДеталь-52""",8347640543,C,98522656.11,46,1.0041,26.8203,9812056361.69,120,86,71.7
Крепёж,22,"АО ""ГаммаПром-33""",9026027108,C,96865697.65,43,0.9872,27.8075,9812056361.69,120,86,71.7
Крепёж,23,"АО ""ВолгаТех-39""",9762292597,A,95977575.02,44,0.9782,28.7857,9812056361.69,120,86,71.7
Крепёж,24,"ИП ""ГидроПром-104""",1171278872,A,95391172.76,55,0.9722,29.7579,9812056361.69,120,86,71.7
Крепёж,25,"ООО ""МеталлТорг-92""",4707533344,A,94074610.14,42,0.9588,30.7167,9812056361.69,120,86,71.7
Крепёж,26,"ООО ""ГидроПром-17""",4885347209,B,93899441.28,43,0.9570,31.6736,9812056361.69,120,86,71.7
Крепёж,27,"ИП ""ТехКомплект-91""",3871944604,C,93497862.30,41,0.9529,32.6265,9812056361.69,120,86,71.7
Крепёж,28,"ИП ""УралДеталь-67""",3838939447,B,93322235.81,53,0.9511,33.5776,9812056361.69,120,86,71.7
Крепёж,29,"АО ""ЭпсилонТех-81""",9318288828,B,93091490.34,43,0.9487,34.5264,9812056361.69,120,86,71.7
Крепёж,30,"ПАО ""ГаммаПром-21""",5510509420,A,91522472.33,43,0.9328,35.4591,9812056361.69,120,86,71.7
Крепёж,31,"ПАО ""УралДеталь-112""",9583012527,A,90231374.79,42,0.9196,36.3787,9812056361.69,120,86,71.7
Крепёж,32,"ИП ""Севергруз-23""",7661401524,A,90075449.64,42,0.9180,37.2967,9812056361.69,120,86,71.7
Крепёж,33,"ООО ""ПромСнаб-11 Групп""",1268657293,A,89442096.87,47,0.9116,38.2083,9812056361.69,120,86,71.7
Крепёж,34,"ООО ""ТехКомплект-45""",9678016609,C,89187658.99,48,0.9090,39.1172,9812056361.69,120,86,71.7
Крепёж,35,"ООО ""БетаТрейд-117""",6534526717,A,89139103.89,44,0.9085,40.0257,9812056361.69,120,86,71.7
Крепёж,36,"ПАО ""ЭпсилонТех-16""",3879955568,A,87416900.61,48,0.8909,40.9166,9812056361.69,120,86,71.7
Крепёж,37,"АО ""ГидроПром-44""",6939000485,C,87415838.30,38,0.8909,41.8075,9812056361.69,120,86,71.7
Крепёж,38,"АО ""СтанкоСервис-49""",4544937676,C,87141763.19,38,0.8881,42.6956,9812056361.69,120,86,71.7
Крепёж,39,"ИП ""Севергруз-5 Групп""",9354187804,A,86830594.31,48,0.8849,43.5806,9812056361.69,120,86,71.7
Крепёж,40,"ИП ""УралДеталь-68""",6899330264,C,86207789.12,41,0.8786,44.4592,9812056361.69,120,86,71.7
Крепёж,41,"АО ""ТехКомплект-53""",9971592644,A,85673866.54,39,0.8731,45.3323,9812056361.69,120,86,71.7
Крепёж,42,"ПАО ""ВолгаТех-56""",8238363683,C,85310436.84,45,0.8694,46.2018,9812056361.69,120,86,71.7
Крепёж,43,"ПАО ""ЭпсилонТех-2 Групп""",1333205446,A,85142638.64,46,0.8677,47.0695,9812056361.69,120,86,71.7
Крепёж,44,"ПАО ""СибирьОпт-63""",5200040610,B,84894239.07,43,0.8652,47.9347,9812056361.69,120,86,71.7
Крепёж,45,"ПАО ""СтанкоСервис-98""",5150285741,C,84754855.36,48,0.8638,48.7985,9812056361.69,120,86,71.7
Крепёж,46,"ИП ""ТехКомплект-37""",6425784015,A,84562290.70,48,0.8618,49.6603,9812056361.69,120,86,71.7
Крепёж,47,"ООО ""СтанкоСервис-100""",2616565262,A,84031729.35,37,0.8564,50.5167,9812056361.69,120,86,71.7
Крепёж,48,"ООО ""СибирьОпт-102""",4129682292,C,82016165.78,41,0.8359,51.3526,9812056361.69,120,86,71.7
Крепёж,49,"ООО ""ДельтаЛогистик-48""",6729556589,B,81556231.02,43,0.8312,52.1838,9812056361.69,120,86,71.7
Крепёж,50,"ИП ""ДельтаЛогистик-84""",1328957857,B,81434069.91,49,0.8299,53.0137,9812056361.69,120,86,71.7
Крепёж,51,"АО ""МеталлТорг-115""",4054258644,C,81106850.61,37,0.8266,53.8403,9812056361.69,120,86,71.7
Крепёж,52,"ИП ""АльфаСнаб-25""",4236183119,C,81027209.02,56,0.8258,54.6661,9812056361.69,120,86,71.7
Крепёж,53,"ПАО ""Севергруз-69""",5108515536,B,80933616.35,42,0.8248,55.4909,9812056361.69,120,86,71.7
Крепёж,54,"ПАО ""БетаТрейд-107""",5096320205,A,80885066.85,42,0.8243,56.3153,9812056361.69,120,86,71.7
Крепёж,55,"ООО ""ЭпсилонТех-60""",8376759633,B,80837879.51,35,0.8239,57.1391,9812056361.69,120,86,71.7
Крепёж,56,"ИП ""СибирьОпт-103""",4736069149,B,80527014.83,42,0.8207,57.9598,9812056361.69,120,86,71.7
Крепёж,57,"ПАО ""ГаммаПром-4 Групп""",1026220989,B,80510888.21,40,0.8205,58.7804,9812056361.69,120,86,71.7
Крепёж,58,"ПАО ""АльфаСнаб-89""",2477900690,B,80443773.78,40,0.8198,59.6002,9812056361.69,120,86,71.7
Крепёж,59,"АО ""ВолгаТех-66""",5944124879,A,80244914.84,41,0.8178,60.4180,9812056361.69,120,86,71.7
Крепёж,60,"ИП ""ПромСнаб-75""",6209425602,C,79205283.67,41,0.8072,61.2253,9812056361.69,120,86,71.7
Крепёж,61,"ПАО ""Севергруз-32""",4848744976,A,78196555.43,36,0.7969,62.0222,9812056361.69,120,86,71.7
Крепёж,62,"ИП ""БетаТрейд-38""",8757438026,B,77683318.83,48,0.7917,62.8139,9812056361.69,120,86,71.7
Крепёж,63,"ПАО ""СибирьОпт-24""",6203036487,B,77487177.99,40,0.7897,63.6036,9812056361.69,120,86,71.7
Крепёж,64,"ООО ""ДельтаЛогистик-78""",8663952810,C,77383411.01,37,0.7887,64.3923,9812056361.69,120,86,71.7
Крепёж,65,"ПАО ""ТехКомплект-94""",5862834378,C,76621622.95,35,0.7809,65.1732,9812056361.69,120,86,71.7
Крепёж,66,"АО ""АльфаСнаб-105""",4695450688,B,76142120.85,43,0.7760,65.9492,9812056361.69,120,86,71.7
Крепёж,67,"ИП ""ЭлектроМир-26""",3430420654,B,76123478.15,37,0.7758,66.7250,9812056361.69,120,86,71.7
Крепёж,68,"АО ""МеталлТорг-3 Групп""",9676820827,B,75517614.51,40,0.7696,67.4946,9812056361.69,120,86,71.7
Крепёж,69,"АО ""ЭлектроМир-47""",4315494031,C,75470592.29,41,0.7692,68.2638,9812056361.69,120,86,71.7
Крепёж,70,"ООО ""ВолгаТех-97""",3478634414,A,75433712.91,38,0.7688,69.0326,9812056361.69,120,86,71.7
Крепёж,71,"ПАО ""АльфаСнаб-12 Групп""",6224825860,A,74782515.26,33,0.7621,69.7947,9812056361.69,120,86,71.7
Крепёж,72,"ООО ""УралДеталь-42""",4305019545,B,74618597.44,37,0.7605,70.5552,9812056361.69,120,86,71.7
Крепёж,73,"ООО ""АльфаСнаб-35""",1175213575,C,74299381.62,34,0.7572,71.3124,9812056361.69,120,86,71.7
Крепёж,74,"ПАО ""ЭлектроМир-57""",7893336702,C,74034023.16,46,0.7545,72.0670,9812056361.69,120,86,71.7
Крепёж,75,"ПАО ""ЭпсилонТех-31""",3498810138,C,73021033.52,34,0.7442,72.8112,9812056361.69,120,86,71.7
Крепёж,76,"ИП ""Севергруз-116""",6916520012,B,72583985.21,36,0.7397,73.5509,9812056361.69,120,86,71.7
Крепёж,77,"ПАО ""ГидроПром-10 Групп""",4025236040,A,71953013.40,42,0.7333,74.2842,9812056361.69,120,86,71.7
Крепёж,78,"ИП ""УралДеталь-108""",7199635800,A,70741178.12,43,0.7210,75.0052,9812056361.69,120,86,71.7
Крепёж,79,"ПАО ""ЭлектроМир-83""",9385317786,C,70463014.33,32,0.7181,75.7233,9812056361.69,120,86,71.7
Крепёж,80,"АО ""ВолгаТех-86""",1944444455,C,70434689.63,44,0.7178,76.4411,9812056361.69,120,86,71.7
Крепёж,81,"АО ""ПромСнаб-62""",6943791863,C,69809169.36,39,0.7115,77.1526,9812056361.69,120,86,71.7
Крепёж,82,"ООО ""СтанкоСервис-118""",1910495631,A,69446899.02,33,0.7078,77.8604,9812056361.69,120,86,71.7
Крепёж,83,"АО ""УралДеталь-6 Групп""",8563157612,C,69388981.03,32,0.7072,78.5676,9812056361.69,120,86,71.7
Крепёж,84,"ООО ""СибирьОпт-54""",8681026443,A,68746500.32,40,0.7006,79.2682,9812056361.69,120,86,71.7
Крепёж,85,"АО ""ЭпсилонТех-18""",6168600289,C,67786186.14,44,0.6908,79.9590,9812056361.69,120,86,71.7
Крепёж,86,"ПАО ""ДельтаЛогистик-7 Групп""",9648479014,B,67748091.96,43,0.6905,80.6495,9812056361.69,120,86,71.7
Крепёж,87,"ООО ""СтанкоСервис-87""",9370180664,A,67396986.29,38,0.6869,81.3364,9812056361.69,120,86,71.7
Крепёж,88,"ИП ""СтанкоСервис-114""",6505846279,C,67240428.17,36,0.6853,82.0217,9812056361.69,120,86,71.7
Крепёж,89,"ООО ""ПромСнаб-85""",1381538527,B,67176596.61,28,0.6846,82.7063,9812056361.69,120,86,71.7
Крепёж,90,"ПАО ""ЭпсилонТех-79""",5889752316,B,66835299.14,30,0.6812,83.3874,9812056361.69,120,86,71.7
Крепёж,91,"АО ""СтанкоСервис-34""",7614642252,A,66688001.24,35,0.6797,84.0671,9812056361.69,120,86,71.7
Крепёж,92,"ИП ""Севергруз-120""",6226202468,A,65207433.55,29,0.6646,84.7317,9812056361.69,120,86,71.7
Крепёж,93,"ИП ""ГаммаПром-71""",6451166226,A,65032300.17,30,0.6628,85.3944,9812056361.69,120,86,71.7
Крепёж,94,"ПАО ""Севергруз-58""",6703117816,B,65019010.80,37,0.6626,86.0571,9812056361.69,120,86,71.7
Крепёж,95,"АО ""ЭпсилонТех-55""",8870912118,B,64350704.08,36,0.6558,86.7129,9812056361.69,120,86,71.7
Крепёж,96,"АО ""ГидроПром-65""",5816509712,A,63210626.42,42,0.6442,87.3571,9812056361.69,120,86,71.7
Крепёж,97,"ИП ""АльфаСнаб-19""",6251468548,C,62595470.21,37,0.6379,87.9951,9812056361.69,120,86,71.7
Крепёж,98,"ООО ""ЭлектроМир-74""",3183881606,B,62433684.34,35,0.6363,88.6314,9812056361.69,120,86,71.7
Крепёж,99,"ИП ""СибирьОпт-80""",2616661404,C,61206568.38,37,0.6238,89.2552,9812056361.69,120,86,71.7
Крепёж,100,"ИП ""СтанкоСервис-119""",8333128511,A,60803472.47,40,0.6197,89.8748,9812056361.69,120,86,71.7
Крепёж,101,"ПАО ""ЭлектроМир-95""",4893091195,B,60770719.78,27,0.6193,90.4942,9812056361.69,120,86,71.7
Крепёж,102,"ИП ""Севергруз-88""",2941331441,C,59342545.22,31,0.6048,91.0990,9812056361.69,120,86,71.7
Крепёж,103,"ИП ""АльфаСнаб-73""",5550129760,C,58574922.81,35,0.5970,91.6959,9812056361.69,120,86,71.7
Крепёж,104,"ИП ""БетаТрейд-27""",9604015376,A,58014108.81,32,0.5913,92.2872,9812056361.69,120,86,71.7
Крепёж,105,"ООО ""СибирьОпт-111""",7497322282,A,55316301.68,31,0.5638,92.8510,9812056361.69,120,86,71.7
Крепёж,106,"АО ""МеталлТорг-70""",2177052301,A,52883760.11,28,0.5390,93.3899,9812056361.69,120,86,71.7
Крепёж,107,"ООО ""Севергруз-59""",2876376128,B,51867272.79,33,0.5286,93.9185,9812056361.69,120,86,71.7
Крепёж,108,"ИП ""ДельтаЛогистик-9 Групп""",7262793677,A,51251365.59,31,0.5223,94.4409,9812056361.69,120,86,71.7
Крепёж,109,"ИП ""БетаТрейд-28""",7605742304,A,50946834.86,29,0.5192,94.9601,9812056361.69,120,86,71.7
Крепёж,110,"ИП ""ЭлектроМир-77""",3342574841,B,50914827.08,32,0.5189,95.4790,9812056361.69,120,86,71.7
Крепёж,111,"ИП ""УралДеталь-40""",6947562940,A,50597800.46,33,0.5157,95.9947,9812056361.69,120,86,71.7
Крепёж,112,"АО ""УралДеталь-93""",8269858197,A,50300978.40,36,0.5126,96.5073,9812056361.69,120,86,71.7
Крепёж,113,"ПАО ""ЭпсилонТех-72""",1649173005,A,49116130.51,30,0.5006,97.0079,9812056361.69,120,86,71.7
Крепёж,114,"АО ""ЭлектроМир-101""",5660908709,B,49052717.78,25,0.4999,97.5078,9812056361.69,120,86,71.7
Крепёж,115,"ИП ""ЭпсилонТех-14 Групп""",7761929248,B,47783188.45,27,0.4870,97.9948,9812056361.69,120,86,71.7
Крепёж,116,"ИП ""ПромСнаб-61""",2248071481,C,47354542.80,30,0.4826,98.4774,9812056361.69,120,86,71.7
Крепёж,117,"ИП ""ТехКомплект-106""",6127484739,C,39455600.40,26,0.4021,98.8795,9812056361.69,120,86,71.7
Крепёж,118,"АО ""ЭлектроМир-99""",5326315150,B,39447959.27,23,0.4020,99.2815,9812056361.69,120,86,71.7
Крепёж,119,"ООО ""МеталлТорг-76""",4790839966,A,36353349.16,24,0.3705,99.6520,9812056361.69,120,86,71.7
Крепёж,120,"АО ""ВолгаТех-46""",3203403245,C,34141509.26,26,0.3480,100.0000,9812056361.69,120,86,71.7
Насосы,1,"ООО ""ЭпсилонТех-29""",1164438269,A,167547445.94,80,1.9907,1.9907,8416450524.90,120,86,71.7
Насосы,2,"ООО ""ГидроПром-50""",5386956634,C,163046193.52,78,1.9372,3.9279,8416450524.90,120,86,71.7
Насосы,3,"АО ""ВолгаТех-1 Групп""",7396573762,B,155721900.81,69,1.8502,5.7782,8416450524.90,120,86,71.7
Насосы,4,"ООО ""ГидроПром-15 Групп""",3556215410,C,140129119.98,80,1.6649,7.4431,8416450524.90,120,86,71.7
Насосы,5,"АО ""ТехКомплект-8 Групп""",7408027797,C,137695865.84,76,1.6360,9.0791,8416450524.90,120,86,71.7
Насосы,6,"ООО ""ЭлектроМир-36""",9692833459,A,119743444.87,76,1.4227,10.5019,8416450524.90,120,86,71.7
Насосы,7,"ООО ""ВолгаТех-43""",6824546805,B,115537948.49,67,1.3728,11.8746,8416450524.90,120,86,71.7
Насосы,8,"ИП ""АльфаСнаб-25""",4236183119,C,106025407.71,45,1.2597,13.1344,8416450524.90,120,86,71.7
Насосы,9,"ООО ""ГаммаПром-22""",5256420704,B,105971168.17,58,1.2591,14.3935,8416450524.90,120,86,71.7
Насосы,10,"АО ""ГаммаПром-33""",9026027108,C,103073459.60,43,1.2247,15.6181,8416450524.90,120,86,71.7
Насосы,11,"ИП ""ВолгаТех-64""",3967359575,C,102382229.97,43,1.2165,16.8346,8416450524.90,120,86,71.7
Насосы,12,"ИП ""ЭпсилонТех-51""",2183066432,A,102253329.65,49,1.2149,18.0495,8416450524.90,120,86,71.7
Насосы,13,"ИП ""ГидроПром-104""",1171278872,A,97586716.71,38,1.1595,19.2090,8416450524.90,120,86,71.7
Насосы,14,"ООО ""ГидроПром-17""",4885347209,B,94757075.41,47,1.1259,20.3348,8416450524.90,120,86,71.7
Насосы,15,"ООО ""БетаТрейд-90""",3281751713,A,92566266.94,43,1.0998,21.4347,8416450524.90,120,86,71.7
Насосы,16,"АО ""СтанкоСервис-34""",7614642252,A,90431270.64,44,1.0745,22.5091,8416450524.90,120,86,71.7
Насосы,17,"ПАО ""ГаммаПром-13 Групп""",7679741117,A,90054846.08,40,1.0700,23.5791,8416450524.90,120,86,71.7
Насосы,18,"АО ""МеталлТорг-115""",4054258644,C,89144652.74,49,1.0592,24.6383,8416450524.90,120,86,71.7
Насосы,19,"ООО ""ЭпсилонТех-60""",8376759633,B,88773113.67,50,1.0548,25.6930,8416450524.90,120,86,71.7
Насосы,20,"ООО ""АльфаСнаб-35""",1175213575,C,86710956.56,39,1.0303,26.7233,8416450524.90,120,86,71.7
Насосы,21,"АО ""ВолгаТех-66""",5944124879,A,86265978.94,44,1.0250,27.7483,8416450524.90,120,86,71.7
Насосы,22,"ООО ""БетаТрейд-117""",6534526717,A,83503508.61,37,0.9921,28.7404,8416450524.90,120,86,71.7
Насосы,23,"ООО ""СибирьОпт-54""",8681026443,A,81408370.42,39,0.9673,29.7077,8416450524.90,120,86,71.7
Насосы,24,"ИП ""СтанкоСервис-119""",8333128511,A,81160869.28,39,0.9643,30.6720,8416450524.90,120,86,71.7
Насосы,25,"ИП ""ЭпсилонТех-14 Групп""",7761929248,B,79890890.72,32,0.9492,31.6212,8416450524.90,120,86,71.7
Насосы,26,"ООО ""ВолгаТех-97""",3478634414,A,79682566.73,42,0.9467,32.5679,8416450524.90,120,86,71.7
Насосы,27,"ИП ""УралДеталь-68""",6899330264,C,79520017.57,42,0.9448,33.5128,8416450524.90,120,86,71.7
Насосы,28,"ИП ""ГаммаПром-71""",6451166226,A,78059392.23,38,0.9275,34.4402,8416450524.90,120,86,71.7
Насосы,29,"ПАО ""ДельтаЛогистик-7 Групп""",9648479014,B,78005652.80,38,0.9268,35.3670,8416450524.90,120,86,71.7
Насосы,30,"ИП ""СибирьОпт-41""",6345050694,C,77704963.13,34,0.9233,36.2903,8416450524.90,120,86,71.7
Насосы,31,"ООО ""ПромСнаб-11 Групп""",1268657293,A,77328867.43,43,0.9188,37.2091,8416450524.90,120,86,71.7
Насосы,32,"ООО ""СибирьОпт-102""",4129682292,C,77130015.11,26,0.9164,38.1255,8416450524.90,120,86,71.7
Насосы,33,"ООО ""ПромСнаб-85""",1381538527,B,75570133.69,34,0.8979,39.0234,8416450524.90,120,86,71.7
Насосы,34,"ИП ""ПромСнаб-61""",2248071481,C,74859582.25,34,0.8894,39.9128,8416450524.90,120,86,71.7
Насосы,35,"ПАО ""ЭлектроМир-57""",7893336702,C,74264292.05,34,0.8824,40.7952,8416450524.90,120,86,71.7
Насосы,36,"ПАО ""УралДеталь-112""",9583012527,A,74236854.31,36,0.8820,41.6772,8416450524.90,120,86,71.7
Насосы,37,"АО ""УралДеталь-6 Групп""",8563157612,C,74234496.50,36,0.8820,42.5593,8416450524.90,120,86,71.7
Насосы,38,"АО ""СтанкоСервис-49""",4544937676,C,74031834.07,37,0.8796,43.4389,8416450524.90,120,86,71.7
Насосы,39,"ПАО ""УралДеталь-52""",8347640543,C,73956157.47,39,0.8787,44.3176,8416450524.90,120,86,71.7
Насосы,40,"ПАО ""ГаммаПром-4 Групп""",1026220989,B,73879990.00,35,0.8778,45.1954,8416450524.90,120,86,71.7
Насосы,41,"АО ""МеталлТорг-70""",2177052301,A,73792561.90,36,0.8768,46.0721,8416450524.90,120,86,71.7
Насосы,42,"ИП ""АльфаСнаб-19""",6251468548,C,72559926.54,38,0.8621,46.9343,8416450524.90,120,86,71.7
Насосы,43,"ПАО ""ЭпсилонТех-79""",5889752316,B,72341098.25,40,0.8595,47.7938,8416450524.90,120,86,71.7
Насосы,44,"ПАО ""Севергруз-32""",4848744976,A,72168841.43,36,0.8575,48.6513,8416450524.90,120,86,71.7
Насосы,45,"ИП ""УралДеталь-108""",7199635800,A,71361133.49,49,0.8479,49.4991,8416450524.90,120,86,71.7
Насосы,46,"ООО ""ЭлектроМир-74""",3183881606,B,70979135.24,37,0.8433,50.3425,8416450524.90,120,86,71.7
Насосы,47,"ПАО ""ГидроПром-82""",5486176086,C,70247925.31,42,0.8347,51.1771,8416450524.90,120,86,71.7
Насосы,48,"АО ""ГидроПром-44""",6939000485,C,69928041.54,33,0.8308,52.0080,8416450524.90,120,86,71.7
Насосы,49,"ПАО ""Севергруз-58""",6703117816,B,69641026.45,34,0.8274,52.8354,8416450524.90,120,86,71.7
Насосы,50,"ИП ""ТехКомплект-37""",6425784015,A,69487731.11,43,0.8256,53.6610,8416450524.90,120,86,71.7
Насосы,51,"ООО ""ЭлектроМир-110""",9439228389,A,68842665.42,36,0.8180,54.4790,8416450524.90,120,86,71.7
Насосы,52,"ПАО ""СтанкоСервис-98""",5150285741,C,68771828.69,35,0.8171,55.2961,8416450524.90,120,86,71.7
Насосы,53,"ПАО ""ТехКомплект-94""",5862834378,C,68569659.47,34,0.8147,56.1108,8416450524.90,120,86,71.7
Насосы,54,"АО ""ЭлектроМир-101""",5660908709,B,68402176.49,32,0.8127,56.9235,8416450524.90,120,86,71.7
Насосы,55,"ИП ""СибирьОпт-80""",2616661404,C,67591868.10,28,0.8031,57.7266,8416450524.90,120,86,71.7
Насосы,56,"ПАО ""ГидроПром-10 Групп""",4025236040,A,67458115.04,37,0.8015,58.5281,8416450524.90,120,86,71.7
Насосы,57,"ПАО ""ЭпсилонТех-2 Групп""",1333205446,A,65452009.09,36,0.7777,59.3058,8416450524.90,120,86,71.7
Насосы,58,"ПАО ""ЭлектроМир-83""",9385317786,C,65441282.53,33,0.7775,60.0833,8416450524.90,120,86,71.7
Насосы,59,"ООО ""СибирьОпт-111""",7497322282,A,65167181.35,35,0.7743,60.8576,8416450524.90,120,86,71.7
Насосы,60,"ИП ""ЭлектроМир-26""",3430420654,B,65119268.20,38,0.7737,61.6313,8416450524.90,120,86,71.7
Насосы,61,"ИП ""Севергруз-116""",6916520012,B,64780841.58,34,0.7697,62.4010,8416450524.90,120,86,71.7
Насосы,62,"АО ""ЭлектроМир-99""",5326315150,B,64709235.86,41,0.7688,63.1699,8416450524.90,120,86,71.7
Насосы,63,"ПАО ""АльфаСнаб-89""",2477900690,B,64614527.05,39,0.7677,63.9376,8416450524.90,120,86,71.7
