golden_supplier_id,supplier_name,inn,reliability_class,has_attr_conflict,year_month,lines_month,otif_month_pct,on_time_month_pct,in_full_month_pct,otif_prev_month_pct,mom_delta_pp,lines_period,otif_period_pct,on_time_period_pct,in_full_period_pct,rank_in_class,suppliers_in_class
108,"ИП ""УралДеталь-108""",7199635800,A,f,202603,17,58.82,64.71,88.24,45.45,13.37,82,41.46,50.00,79.27,33,46
108,"ИП ""УралДеталь-108""",7199635800,A,f,202604,9,44.44,66.67,66.67,58.82,-14.38,82,41.46,50.00,79.27,33,46
108,"ИП ""УралДеталь-108""",7199635800,A,f,202605,10,40.00,40.00,70.00,44.44,-4.44,82,41.46,50.00,79.27,33,46
108,"ИП ""УралДеталь-108""",7199635800,A,f,202606,10,20.00,30.00,80.00,40.00,-20.00,82,41.46,50.00,79.27,33,46
108,"ИП ""УралДеталь-108""",7199635800,A,f,202607,14,28.57,42.86,78.57,20.00,8.57,82,41.46,50.00,79.27,33,46
2,"ПАО ""ЭпсилонТех-2 Групп""",1333205446,A,f,202602,8,37.50,50.00,62.50,,,70,41.43,51.43,75.71,34,46
2,"ПАО ""ЭпсилонТех-2 Групп""",1333205446,A,f,202603,9,44.44,55.56,77.78,37.50,6.94,70,41.43,51.43,75.71,34,46
2,"ПАО ""ЭпсилонТех-2 Групп""",1333205446,A,f,202604,5,40.00,60.00,80.00,44.44,-4.44,70,41.43,51.43,75.71,34,46
2,"ПАО ""ЭпсилонТех-2 Групп""",1333205446,A,f,202605,9,33.33,44.44,77.78,40.00,-6.67,70,41.43,51.43,75.71,34,46
2,"ПАО ""ЭпсилонТех-2 Групп""",1333205446,A,f,202606,18,50.00,61.11,77.78,33.33,16.67,70,41.43,51.43,75.71,34,46
2,"ПАО ""ЭпсилонТех-2 Групп""",1333205446,A,f,202607,21,38.10,42.86,76.19,50.00,-11.90,70,41.43,51.43,75.71,34,46
53,"АО ""ТехКомплект-53""",9971592644,A,f,202602,14,28.57,42.86,85.71,,,57,40.35,43.86,80.70,35,46
53,"АО ""ТехКомплект-53""",9971592644,A,f,202603,8,50.00,50.00,100.00,28.57,21.43,57,40.35,43.86,80.70,35,46
53,"АО ""ТехКомплект-53""",9971592644,A,f,202604,5,60.00,60.00,100.00,50.00,10.00,57,40.35,43.86,80.70,35,46
53,"АО ""ТехКомплект-53""",9971592644,A,f,202605,11,72.73,72.73,90.91,60.00,12.73,57,40.35,43.86,80.70,35,46
53,"АО ""ТехКомплект-53""",9971592644,A,f,202606,10,10.00,10.00,60.00,72.73,-62.73,57,40.35,43.86,80.70,35,46
53,"АО ""ТехКомплект-53""",9971592644,A,f,202607,9,33.33,33.33,55.56,10.00,23.33,57,40.35,43.86,80.70,35,46
97,"ООО ""ВолгаТех-97""",3478634414,A,f,202602,5,60.00,60.00,80.00,,,101,38.61,49.50,72.28,36,46
97,"ООО ""ВолгаТех-97""",3478634414,A,f,202603,14,28.57,50.00,57.14,60.00,-31.43,101,38.61,49.50,72.28,36,46
97,"ООО ""ВолгаТех-97""",3478634414,A,f,202604,20,50.00,55.00,80.00,28.57,21.43,101,38.61,49.50,72.28,36,46
97,"ООО ""ВолгаТех-97""",3478634414,A,f,202605,16,18.75,37.50,43.75,50.00,-31.25,101,38.61,49.50,72.28,36,46
97,"ООО ""ВолгаТех-97""",3478634414,A,f,202606,19,42.11,52.63,84.21,18.75,23.36,101,38.61,49.50,72.28,36,46
97,"ООО ""ВолгаТех-97""",3478634414,A,f,202607,27,40.74,48.15,81.48,42.11,-1.37,101,38.61,49.50,72.28,36,46
28,"ИП ""БетаТрейд-28""",7605742304,A,f,202602,5,60.00,60.00,100.00,,,70,38.57,42.86,80.00,37,46
28,"ИП ""БетаТрейд-28""",7605742304,A,f,202603,17,29.41,41.18,76.47,60.00,-30.59,70,38.57,42.86,80.00,37,46
28,"ИП ""БетаТрейд-28""",7605742304,A,f,202604,7,57.14,71.43,71.43,29.41,27.73,70,38.57,42.86,80.00,37,46
28,"ИП ""БетаТрейд-28""",7605742304,A,f,202605,5,20.00,20.00,60.00,57.14,-37.14,70,38.57,42.86,80.00,37,46
28,"ИП ""БетаТрейд-28""",7605742304,A,f,202606,10,40.00,40.00,90.00,20.00,20.00,70,38.57,42.86,80.00,37,46
28,"ИП ""БетаТрейд-28""",7605742304,A,f,202607,26,38.46,38.46,80.77,40.00,-1.54,70,38.57,42.86,80.00,37,46
13,"ПАО ""ГаммаПром-13 Групп""",7679741117,A,f,202602,8,12.50,25.00,75.00,,,60,38.33,46.67,73.33,38,46
13,"ПАО ""ГаммаПром-13 Групп""",7679741117,A,f,202603,19,47.37,57.89,73.68,12.50,34.87,60,38.33,46.67,73.33,38,46
13,"ПАО ""ГаммаПром-13 Групп""",7679741117,A,f,202604,15,60.00,66.67,73.33,47.37,12.63,60,38.33,46.67,73.33,38,46
13,"ПАО ""ГаммаПром-13 Групп""",7679741117,A,f,202605,8,12.50,12.50,75.00,60.00,-47.50,60,38.33,46.67,73.33,38,46
13,"ПАО ""ГаммаПром-13 Групп""",7679741117,A,f,202606,2,50.00,100.00,50.00,12.50,37.50,60,38.33,46.67,73.33,38,46
13,"ПАО ""ГаммаПром-13 Групп""",7679741117,A,f,202607,8,25.00,25.00,75.00,50.00,-25.00,60,38.33,46.67,73.33,38,46
30,"ИП ""ПромСнаб-30""",9330400329,A,f,202602,12,25.00,50.00,66.67,,,81,38.27,51.85,80.25,39,46
30,"ИП ""ПромСнаб-30""",9330400329,A,f,202603,12,41.67,50.00,75.00,25.00,16.67,81,38.27,51.85,80.25,39,46
30,"ИП ""ПромСнаб-30""",9330400329,A,f,202604,14,28.57,42.86,78.57,41.67,-13.10,81,38.27,51.85,80.25,39,46
30,"ИП ""ПромСнаб-30""",9330400329,A,f,202605,18,50.00,61.11,88.89,28.57,21.43,81,38.27,51.85,80.25,39,46
30,"ИП ""ПромСнаб-30""",9330400329,A,f,202606,11,45.45,63.64,72.73,50.00,-4.55,81,38.27,51.85,80.25,39,46
30,"ИП ""ПромСнаб-30""",9330400329,A,f,202607,14,35.71,42.86,92.86,45.45,-9.74,81,38.27,51.85,80.25,39,46
54,"ООО ""СибирьОпт-54""",8681026443,A,f,202602,9,44.44,44.44,88.89,,,117,37.61,44.44,72.65,40,46
54,"ООО ""СибирьОпт-54""",8681026443,A,f,202603,21,57.14,61.90,76.19,44.44,12.70,117,37.61,44.44,72.65,40,46
54,"ООО ""СибирьОпт-54""",8681026443,A,f,202604,16,31.25,50.00,62.50,57.14,-25.89,117,37.61,44.44,72.65,40,46
54,"ООО ""СибирьОпт-54""",8681026443,A,f,202605,32,40.63,40.63,81.25,31.25,9.38,117,37.61,44.44,72.65,40,46
54,"ООО ""СибирьОпт-54""",8681026443,A,f,202606,29,34.48,44.83,68.97,40.63,-6.15,117,37.61,44.44,72.65,40,46
54,"ООО ""СибирьОпт-54""",8681026443,A,f,202607,10,0.00,10.00,50.00,34.48,-34.48,117,37.61,44.44,72.65,40,46
39,"АО ""ВолгаТех-39""",9762292597,A,f,202602,11,54.55,54.55,90.91,,,79,36.71,46.84,77.22,41,46
39,"АО ""ВолгаТех-39""",9762292597,A,f,202603,20,40.00,50.00,70.00,54.55,-14.55,79,36.71,46.84,77.22,41,46
39,"АО ""ВолгаТех-39""",9762292597,A,f,202604,22,31.82,36.36,86.36,40.00,-8.18,79,36.71,46.84,77.22,41,46
39,"АО ""ВолгаТех-39""",9762292597,A,f,202605,5,20.00,60.00,40.00,31.82,-11.82,79,36.71,46.84,77.22,41,46
39,"АО ""ВолгаТех-39""",9762292597,A,f,202606,12,41.67,50.00,91.67,20.00,21.67,79,36.71,46.84,77.22,41,46
39,"АО ""ВолгаТех-39""",9762292597,A,f,202607,9,22.22,44.44,55.56,41.67,-19.45,79,36.71,46.84,77.22,41,46
36,"ООО ""ЭлектроМир-36""",9692833459,A,f,202602,28,35.71,42.86,60.71,,,152,36.18,45.39,73.03,42,46
36,"ООО ""ЭлектроМир-36""",9692833459,A,f,202603,39,33.33,38.46,76.92,35.71,-2.38,152,36.18,45.39,73.03,42,46
36,"ООО ""ЭлектроМир-36""",9692833459,A,f,202604,27,40.74,59.26,74.07,33.33,7.41,152,36.18,45.39,73.03,42,46
36,"ООО ""ЭлектроМир-36""",9692833459,A,f,202605,24,37.50,50.00,75.00,40.74,-3.24,152,36.18,45.39,73.03,42,46
36,"ООО ""ЭлектроМир-36""",9692833459,A,f,202606,13,38.46,38.46,84.62,37.50,0.96,152,36.18,45.39,73.03,42,46
36,"ООО ""ЭлектроМир-36""",9692833459,A,f,202607,21,33.33,42.86,71.43,38.46,-5.13,152,36.18,45.39,73.03,42,46
72,"ПАО ""ЭпсилонТех-72""",1649173005,A,f,202602,13,23.08,30.77,61.54,,,70,35.71,42.86,75.71,43,46
72,"ПАО ""ЭпсилонТех-72""",1649173005,A,f,202603,12,33.33,41.67,75.00,23.08,10.25,70,35.71,42.86,75.71,43,46
72,"ПАО ""ЭпсилонТех-72""",1649173005,A,f,202604,8,37.50,50.00,75.00,33.33,4.17,70,35.71,42.86,75.71,43,46
72,"ПАО ""ЭпсилонТех-72""",1649173005,A,f,202605,10,30.00,30.00,90.00,37.50,-7.50,70,35.71,42.86,75.71,43,46
72,"ПАО ""ЭпсилонТех-72""",1649173005,A,f,202606,9,22.22,22.22,88.89,30.00,-7.78,70,35.71,42.86,75.71,43,46
72,"ПАО ""ЭпсилонТех-72""",1649173005,A,f,202607,18,55.56,66.67,72.22,22.22,33.34,70,35.71,42.86,75.71,43,46
96,"ООО ""СибирьОпт-96""",3940742148,A,f,202602,15,40.00,40.00,80.00,,,55,34.55,34.55,83.64,44,46
96,"ООО ""СибирьОпт-96""",3940742148,A,f,202603,9,44.44,44.44,88.89,40.00,4.44,55,34.55,34.55,83.64,44,46
96,"ООО ""СибирьОпт-96""",3940742148,A,f,202604,9,22.22,22.22,77.78,44.44,-22.22,55,34.55,34.55,83.64,44,46
96,"ООО ""СибирьОпт-96""",3940742148,A,f,202605,10,30.00,30.00,90.00,22.22,7.78,55,34.55,34.55,83.64,44,46
96,"ООО ""СибирьОпт-96""",3940742148,A,f,202606,4,50.00,50.00,75.00,30.00,20.00,55,34.55,34.55,83.64,44,46
96,"ООО ""СибирьОпт-96""",3940742148,A,f,202607,8,25.00,25.00,87.50,50.00,-25.00,55,34.55,34.55,83.64,44,46
100,"ООО ""СтанкоСервис-100""",2616565262,A,f,202602,3,0.00,33.33,66.67,,,56,33.93,48.21,66.07,45,46
100,"ООО ""СтанкоСервис-100""",2616565262,A,f,202603,5,20.00,40.00,80.00,0.00,20.00,56,33.93,48.21,66.07,45,46
100,"ООО ""СтанкоСервис-100""",2616565262,A,f,202604,7,57.14,71.43,57.14,20.00,37.14,56,33.93,48.21,66.07,45,46
100,"ООО ""СтанкоСервис-100""",2616565262,A,f,202605,24,25.00,37.50,70.83,57.14,-32.14,56,33.93,48.21,66.07,45,46
100,"ООО ""СтанкоСервис-100""",2616565262,A,f,202606,7,42.86,71.43,57.14,25.00,17.86,56,33.93,48.21,66.07,45,46
100,"ООО ""СтанкоСервис-100""",2616565262,A,f,202607,10,50.00,50.00,60.00,42.86,7.14,56,33.93,48.21,66.07,45,46
93,"АО ""УралДеталь-93""",8269858197,A,f,202602,9,44.44,55.56,77.78,,,55,32.73,38.18,72.73,46,46
93,"АО ""УралДеталь-93""",8269858197,A,f,202603,11,27.27,36.36,81.82,44.44,-17.17,55,32.73,38.18,72.73,46,46
93,"АО ""УралДеталь-93""",8269858197,A,f,202604,7,28.57,28.57,100.00,27.27,1.30,55,32.73,38.18,72.73,46,46
93,"АО ""УралДеталь-93""",8269858197,A,f,202605,5,60.00,60.00,100.00,28.57,31.43,55,32.73,38.18,72.73,46,46
93,"АО ""УралДеталь-93""",8269858197,A,f,202606,8,12.50,12.50,50.00,60.00,-47.50,55,32.73,38.18,72.73,46,46
93,"АО ""УралДеталь-93""",8269858197,A,f,202607,15,33.33,40.00,53.33,12.50,20.83,55,32.73,38.18,72.73,46,46
95,"ПАО ""ЭлектроМир-95""",4893091195,B,f,202602,9,66.67,77.78,77.78,,,84,60.71,66.67,84.52,1,35
95,"ПАО ""ЭлектроМир-95""",4893091195,B,f,202603,17,64.71,70.59,82.35,66.67,-1.96,84,60.71,66.67,84.52,1,35
95,"ПАО ""ЭлектроМир-95""",4893091195,B,f,202604,12,50.00,50.00,91.67,64.71,-14.71,84,60.71,66.67,84.52,1,35
95,"ПАО ""ЭлектроМир-95""",4893091195,B,f,202605,12,50.00,58.33,83.33,50.00,0.00,84,60.71,66.67,84.52,1,35
95,"ПАО ""ЭлектроМир-95""",4893091195,B,f,202606,16,56.25,68.75,81.25,50.00,6.25,84,60.71,66.67,84.52,1,35
95,"ПАО ""ЭлектроМир-95""",4893091195,B,f,202607,18,72.22,72.22,88.89,56.25,15.97,84,60.71,66.67,84.52,1,35
42,"ООО ""УралДеталь-42""",4305019545,B,f,202602,15,53.33,53.33,80.00,,,60,60.00,61.67,88.33,2,35
42,"ООО ""УралДеталь-42""",4305019545,B,f,202603,6,66.67,66.67,100.00,53.33,13.34,60,60.00,61.67,88.33,2,35
42,"ООО ""УралДеталь-42""",4305019545,B,f,202604,9,44.44,44.44,77.78,66.67,-22.23,60,60.00,61.67,88.33,2,35
42,"ООО ""УралДеталь-42""",4305019545,B,f,202605,9,66.67,77.78,88.89,44.44,22.23,60,60.00,61.67,88.33,2,35
42,"ООО ""УралДеталь-42""",4305019545,B,f,202606,7,71.43,71.43,100.00,66.67,4.76,60,60.00,61.67,88.33,2,35
42,"ООО ""УралДеталь-42""",4305019545,B,f,202607,14,64.29,64.29,92.86,71.43,-7.14,60,60.00,61.67,88.33,2,35
63,"ПАО ""СибирьОпт-63""",5200040610,B,f,202602,14,85.71,92.86,85.71,,,90,57.78,64.44,78.89,3,35
63,"ПАО ""СибирьОпт-63""",5200040610,B,f,202603,29,55.17,62.07,79.31,85.71,-30.54,90,57.78,64.44,78.89,3,35
63,"ПАО ""СибирьОпт-63""",5200040610,B,f,202604,12,25.00,41.67,66.67,55.17,-30.17,90,57.78,64.44,78.89,3,35
63,"ПАО ""СибирьОпт-63""",5200040610,B,f,202605,13,69.23,76.92,84.62,25.00,44.23,90,57.78,64.44,78.89,3,35
63,"ПАО ""СибирьОпт-63""",5200040610,B,f,202606,9,66.67,66.67,88.89,69.23,-2.56,90,57.78,64.44,78.89,3,35
63,"ПАО ""СибирьОпт-63""",5200040610,B,f,202607,13,46.15,46.15,69.23,66.67,-20.52,90,57.78,64.44,78.89,3,35
85,"ООО ""ПромСнаб-85""",1381538527,B,f,202602,11,36.36,45.45,63.64,,,72,55.56,62.50,84.72,4,35
85,"ООО ""ПромСнаб-85""",1381538527,B,f,202603,8,50.00,75.00,75.00,36.36,13.64,72,55.56,62.50,84.72,4,35
85,"ООО ""ПромСнаб-85""",1381538527,B,f,202604,3,33.33,66.67,66.67,50.00,-16.67,72,55.56,62.50,84.72,4,35
85,"ООО ""ПромСнаб-85""",1381538527,B,f,202605,17,58.82,58.82,94.12,33.33,25.49,72,55.56,62.50,84.72,4,35
85,"ООО ""ПромСнаб-85""",1381538527,B,f,202606,16,68.75,68.75,93.75,58.82,9.93,72,55.56,62.50,84.72,4,35
85,"ООО ""ПромСнаб-85""",1381538527,B,f,202607,17,58.82,64.71,88.24,68.75,-9.93,72,55.56,62.50,84.72,4,35
24,"ПАО ""СибирьОпт-24""",6203036487,B,f,202602,20,45.00,50.00,75.00,,,80,52.50,60.00,82.50,5,35
24,"ПАО ""СибирьОпт-24""",6203036487,B,f,202603,15,46.67,60.00,86.67,45.00,1.67,80,52.50,60.00,82.50,5,35
24,"ПАО ""СибирьОпт-24""",6203036487,B,f,202604,12,50.00,66.67,66.67,46.67,3.33,80,52.50,60.00,82.50,5,35
24,"ПАО ""СибирьОпт-24""",6203036487,B,f,202605,8,50.00,50.00,87.50,50.00,0.00,80,52.50,60.00,82.50,5,35
24,"ПАО ""СибирьОпт-24""",6203036487,B,f,202606,11,72.73,81.82,90.91,50.00,22.73,80,52.50,60.00,82.50,5,35
24,"ПАО ""СибирьОпт-24""",6203036487,B,f,202607,14,57.14,57.14,92.86,72.73,-15.59,80,52.50,60.00,82.50,5,35
7,"ПАО ""ДельтаЛогистик-7 Групп""",9648479014,B,f,202602,11,54.55,54.55,81.82,,,65,52.31,53.85,87.69,6,35
7,"ПАО ""ДельтаЛогистик-7 Групп""",9648479014,B,f,202603,12,33.33,33.33,75.00,54.55,-21.22,65,52.31,53.85,87.69,6,35
7,"ПАО ""ДельтаЛогистик-7 Групп""",9648479014,B,f,202604,10,60.00,60.00,100.00,33.33,26.67,65,52.31,53.85,87.69,6,35
7,"ПАО ""ДельтаЛогистик-7 Групп""",9648479014,B,f,202605,15,40.00,40.00,93.33,60.00,-20.00,65,52.31,53.85,87.69,6,35
7,"ПАО ""ДельтаЛогистик-7 Групп""",9648479014,B,f,202606,7,85.71,85.71,100.00,40.00,45.71,65,52.31,53.85,87.69,6,35
7,"ПАО ""ДельтаЛогистик-7 Групп""",9648479014,B,f,202607,10,60.00,70.00,80.00,85.71,-25.71,65,52.31,53.85,87.69,6,35
26,"ИП ""ЭлектроМир-26""",3430420654,B,f,202602,16,62.50,62.50,81.25,,,89,50.56,58.43,76.40,7,35
26,"ИП ""ЭлектроМир-26""",3430420654,B,f,202603,13,38.46,46.15,76.92,62.50,-24.04,89,50.56,58.43,76.40,7,35
26,"ИП ""ЭлектроМир-26""",3430420654,B,f,202604,21,61.90,76.19,76.19,38.46,23.44,89,50.56,58.43,76.40,7,35
26,"ИП ""ЭлектроМир-26""",3430420654,B,f,202605,19,42.11,47.37,84.21,61.90,-19.79,89,50.56,58.43,76.40,7,35
26,"ИП ""ЭлектроМир-26""",3430420654,B,f,202606,9,55.56,55.56,88.89,42.11,13.45,89,50.56,58.43,76.40,7,35
26,"ИП ""ЭлектроМир-26""",3430420654,B,f,202607,11,36.36,54.55,45.45,55.56,-19.20,89,50.56,58.43,76.40,7,35
38,"ИП ""БетаТрейд-38""",8757438026,B,f,202602,16,68.75,81.25,87.50,,,92,50.00,59.78,75.00,8,35
38,"ИП ""БетаТрейд-38""",8757438026,B,f,202603,19,26.32,47.37,52.63,68.75,-42.43,92,50.00,59.78,75.00,8,35
38,"ИП ""БетаТрейд-38""",8757438026,B,f,202604,17,29.41,47.06,52.94,26.32,3.09,92,50.00,59.78,75.00,8,35
38,"ИП ""БетаТрейд-38""",8757438026,B,f,202605,17,70.59,70.59,100.00,29.41,41.18,92,50.00,59.78,75.00,8,35
38,"ИП ""БетаТрейд-38""",8757438026,B,f,202606,15,53.33,53.33,80.00,70.59,-17.26,92,50.00,59.78,75.00,8,35
38,"ИП ""БетаТрейд-38""",8757438026,B,f,202607,8,62.50,62.50,87.50,53.33,9.17,92,50.00,59.78,75.00,8,35
77,"ИП ""ЭлектроМир-77""",3342574841,B,f,202602,8,75.00,75.00,75.00,,,66,50.00,53.03,80.30,8,35
77,"ИП ""ЭлектроМир-77""",3342574841,B,f,202603,8,62.50,87.50,62.50,75.00,-12.50,66,50.00,53.03,80.30,8,35
77,"ИП ""ЭлектроМир-77""",3342574841,B,f,202604,9,44.44,44.44,77.78,62.50,-18.06,66,50.00,53.03,80.30,8,35
77,"ИП ""ЭлектроМир-77""",3342574841,B,f,202605,17,47.06,47.06,88.24,44.44,2.62,66,50.00,53.03,80.30,8,35
77,"ИП ""ЭлектроМир-77""",3342574841,B,f,202606,13,23.08,23.08,84.62,47.06,-23.98,66,50.00,53.03,80.30,8,35
77,"ИП ""ЭлектроМир-77""",3342574841,B,f,202607,11,63.64,63.64,81.82,23.08,40.56,66,50.00,53.03,80.30,8,35
1,"АО ""ВолгаТех-1 Групп""",7396573762,B,f,202602,30,56.67,63.33,86.67,,,131,49.62,52.67,84.73,10,35
1,"АО ""ВолгаТех-1 Групп""",7396573762,B,f,202603,25,48.00,48.00,92.00,56.67,-8.67,131,49.62,52.67,84.73,10,35
1,"АО ""ВолгаТех-1 Групп""",7396573762,B,f,202604,24,54.17,58.33,79.17,48.00,6.17,131,49.62,52.67,84.73,10,35
1,"АО ""ВолгаТех-1 Групп""",7396573762,B,f,202605,14,35.71,35.71,78.57,54.17,-18.46,131,49.62,52.67,84.73,10,35
1,"АО ""ВолгаТех-1 Групп""",7396573762,B,f,202606,15,53.33,53.33,93.33,35.71,17.62,131,49.62,52.67,84.73,10,35
1,"АО ""ВолгаТех-1 Групп""",7396573762,B,f,202607,23,43.48,47.83,78.26,53.33,-9.85,131,49.62,52.67,84.73,10,35
17,"ООО ""ГидроПром-17""",4885347209,B,f,202602,6,33.33,66.67,50.00,,,70,48.57,58.57,80.00,11,35
17,"ООО ""ГидроПром-17""",4885347209,B,f,202603,12,50.00,58.33,83.33,33.33,16.67,70,48.57,58.57,80.00,11,35
17,"ООО ""ГидроПром-17""",4885347209,B,f,202604,14,64.29,71.43,92.86,50.00,14.29,70,48.57,58.57,80.00,11,35
17,"ООО ""ГидроПром-17""",4885347209,B,f,202605,8,62.50,62.50,100.00,64.29,-1.79,70,48.57,58.57,80.00,11,35
17,"ООО ""ГидроПром-17""",4885347209,B,f,202606,13,61.54,69.23,76.92,62.50,-0.96,70,48.57,58.57,80.00,11,35
17,"ООО ""ГидроПром-17""",4885347209,B,f,202607,17,23.53,35.29,70.59,61.54,-38.01,70,48.57,58.57,80.00,11,35
79,"ПАО ""ЭпсилонТех-79""",5889752316,B,f,202602,5,40.00,60.00,60.00,,,54,48.15,55.56,81.48,12,35
79,"ПАО ""ЭпсилонТех-79""",5889752316,B,f,202603,17,58.82,64.71,94.12,40.00,18.82,54,48.15,55.56,81.48,12,35
79,"ПАО ""ЭпсилонТех-79""",5889752316,B,f,202604,9,22.22,22.22,88.89,58.82,-36.60,54,48.15,55.56,81.48,12,35
79,"ПАО ""ЭпсилонТех-79""",5889752316,B,f,202605,5,60.00,60.00,80.00,22.22,37.78,54,48.15,55.56,81.48,12,35
79,"ПАО ""ЭпсилонТех-79""",5889752316,B,f,202606,3,33.33,33.33,66.67,60.00,-26.67,54,48.15,55.56,81.48,12,35
79,"ПАО ""ЭпсилонТех-79""",5889752316,B,f,202607,15,53.33,66.67,73.33,33.33,20.00,54,48.15,55.56,81.48,12,35
67,"ИП ""УралДеталь-67""",3838939447,B,f,202602,15,40.00,53.33,80.00,,,71,47.89,59.15,78.87,13,35
67,"ИП ""УралДеталь-67""",3838939447,B,f,202603,18,55.56,61.11,83.33,40.00,15.56,71,47.89,59.15,78.87,13,35
67,"ИП ""УралДеталь-67""",3838939447,B,f,202604,7,42.86,57.14,85.71,55.56,-12.70,71,47.89,59.15,78.87,13,35
67,"ИП ""УралДеталь-67""",3838939447,B,f,202605,7,42.86,57.14,71.43,42.86,0.00,71,47.89,59.15,78.87,13,35
67,"ИП ""УралДеталь-67""",3838939447,B,f,202606,9,33.33,33.33,77.78,42.86,-9.53,71,47.89,59.15,78.87,13,35
67,"ИП ""УралДеталь-67""",3838939447,B,f,202607,15,60.00,80.00,73.33,33.33,26.67,71,47.89,59.15,78.87,13,35
84,"ИП ""ДельтаЛогистик-84""",1328957857,B,f,202602,8,37.50,50.00,87.50,,,55,47.27,54.55,85.45,14,35
84,"ИП ""ДельтаЛогистик-84""",1328957857,B,f,202603,12,25.00,33.33,75.00,37.50,-12.50,55,47.27,54.55,85.45,14,35
84,"ИП ""ДельтаЛогистик-84""",1328957857,B,f,202604,6,83.33,83.33,100.00,25.00,58.33,55,47.27,54.55,85.45,14,35
84,"ИП ""ДельтаЛогистик-84""",1328957857,B,f,202605,10,60.00,60.00,90.00,83.33,-23.33,55,47.27,54.55,85.45,14,35
84,"ИП ""ДельтаЛогистик-84""",1328957857,B,f,202606,11,36.36,54.55,72.73,60.00,-23.64,55,47.27,54.55,85.45,14,35
84,"ИП ""ДельтаЛогистик-84""",1328957857,B,f,202607,8,62.50,62.50,100.00,36.36,26.14,55,47.27,54.55,85.45,14,35
109,"ПАО ""СибирьОпт-109""",1575720309,B,f,202602,15,46.67,46.67,73.33,,,72,47.22,50.00,81.94,15,35
109,"ПАО ""СибирьОпт-109""",1575720309,B,f,202603,17,47.06,52.94,82.35,46.67,0.39,72,47.22,50.00,81.94,15,35
109,"ПАО ""СибирьОпт-109""",1575720309,B,f,202604,16,37.50,43.75,81.25,47.06,-9.56,72,47.22,50.00,81.94,15,35
109,"ПАО ""СибирьОпт-109""",1575720309,B,f,202605,5,40.00,40.00,80.00,37.50,2.50,72,47.22,50.00,81.94,15,35
109,"ПАО ""СибирьОпт-109""",1575720309,B,f,202606,4,50.00,50.00,75.00,40.00,10.00,72,47.22,50.00,81.94,15,35
109,"ПАО ""СибирьОпт-109""",1575720309,B,f,202607,15,60.00,60.00,93.33,50.00,10.00,72,47.22,50.00,81.94,15,35
4,"ПАО ""ГаммаПром-4 Групп""",1026220989,B,f,202602,15,66.67,66.67,93.33,,,98,46.94,53.06,80.61,16,35
4,"ПАО ""ГаммаПром-4 Групп""",1026220989,B,f,202603,17,29.41,35.29,88.24,66.67,-37.26,98,46.94,53.06,80.61,16,35
4,"ПАО ""ГаммаПром-4 Групп""",1026220989,B,f,202604,12,75.00,75.00,91.67,29.41,45.59,98,46.94,53.06,80.61,16,35
4,"ПАО ""ГаммаПром-4 Групп""",1026220989,B,f,202605,16,50.00,50.00,75.00,75.00,-25.00,98,46.94,53.06,80.61,16,35
4,"ПАО ""ГаммаПром-4 Групп""",1026220989,B,f,202606,25,32.00,52.00,68.00,50.00,-18.00,98,46.94,53.06,80.61,16,35
4,"ПАО ""ГаммаПром-4 Групп""",1026220989,B,f,202607,13,46.15,46.15,76.92,32.00,14.15,98,46.94,53.06,80.61,16,35
116,"ИП ""Севергруз-116""",6916520012,B,f,202602,14,50.00,50.00,92.86,,,75,46.67,53.33,80.00,17,35
116,"ИП ""Севергруз-116""",6916520012,B,f,202603,13,38.46,38.46,69.23,50.00,-11.54,75,46.67,53.33,80.00,17,35
116,"ИП ""Севергруз-116""",6916520012,B,f,202604,8,50.00,50.00,87.50,38.46,11.54,75,46.67,53.33,80.00,17,35
116,"ИП ""Севергруз-116""",6916520012,B,f,202605,11,18.18,36.36,81.82,50.00,-31.82,75,46.67,53.33,80.00,17,35
116,"ИП ""Севергруз-116""",6916520012,B,f,202606,9,55.56,66.67,66.67,18.18,37.38,75,46.67,53.33,80.00,17,35
116,"ИП ""Севергруз-116""",6916520012,B,f,202607,20,60.00,70.00,80.00,55.56,4.44,75,46.67,53.33,80.00,17,35
69,"ПАО ""Севергруз-69""",5108515536,B,f,202602,3,66.67,66.67,100.00,,,89,46.07,53.93,76.40,18,35
69,"ПАО ""Севергруз-69""",5108515536,B,f,202603,14,28.57,35.71,78.57,66.67,-38.10,89,46.07,53.93,76.40,18,35
69,"ПАО ""Севергруз-69""",5108515536,B,f,202604,31,51.61,58.06,77.42,28.57,23.04,89,46.07,53.93,76.40,18,35
69,"ПАО ""Севергруз-69""",5108515536,B,f,202605,18,50.00,50.00,83.33,51.61,-1.61,89,46.07,53.93,76.40,18,35
69,"ПАО ""Севергруз-69""",5108515536,B,f,202606,8,50.00,62.50,62.50,50.00,0.00,89,46.07,53.93,76.40,18,35
69,"ПАО ""Севергруз-69""",5108515536,B,f,202607,15,40.00,60.00,66.67,50.00,-10.00,89,46.07,53.93,76.40,18,35
59,"ООО ""Севергруз-59""",2876376128,B,f,202602,5,0.00,20.00,40.00,,,68,45.59,51.47,82.35,19,35
59,"ООО ""Севергруз-59""",2876376128,B,f,202603,9,66.67,77.78,88.89,0.00,66.67,68,45.59,51.47,82.35,19,35
